look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Poured from a single serve bottle into a tulip...    Pours crystal clear orange with visible carbonation, a limited head, but good lacing. Solid but not spectacular.    The aromas are classic DIPA, although mellow. Grapefruit flesh and zest, mango/guava, floral notes, grass, and white pepper. The hops present with somewhat of an oily aroma.    This DIPA has a strong malt presence at the forefront, but good hop balance. I was expecting more of an uneven hop bomb and was pleasantly surprised by the delivery. The crackery malt seamlessly gives way to grapefruit, pineapple, resin, white pepper, and grass. The ABV is well hidden.    The mouthfeel is medium with a good crisp finish thanks to excellent carbonation.     Overall a solid DIPA.   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 Look: Crystal clear, big head, light orange in color. Absolutely perfect looking beer.  Smell: Hop resin, light grapefruit, possibly some other cilight citrus smells in their (orange?)  Taste: Monster hop resin throughout, starts with a nice mild sweetness, ends with a piney/resiny bitterness, that is also sweet. Very light mango like tropical hop flavor. Some orange and grapefruit rind as it warms. As it warms more the flavor pops with grapefruit and orange citrus flavor.  Feel: Resiny coating at the end of each sip. Moderate carbonation, full mouthfeel.  OverallI had never had this beer fresh before. This one was 11 days old. Wow what a difference. This is an incredible beer. Absolutely delicious. Love it.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 This was poured nice and fresh from tap into a pint jar. A clear golden yellow with beautiful head that stuck around and great curtain lacing. The smell is subdued but piney. The first taste was great! Huge grapefruit at first that settled down to a wonderful combination of citrus and piney hops. It had been a while since I had this beer, but I will not wait this long again. A classic!   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Based on the date, this bomber is a month old--but Lagunitas doesn't make it easy to figure out, what with the modified Julian dating and black ink on a brown bottle. But it's way better than no date, for sure.     Pours a very clear copper-orange with a finger of dense foam. Bit of lacing. Smells of pine, grapefruit and some tropical fruits. After warming, the malt comes through along with a musty, earthy smell.     Taste is grapefruit pith and pine, with just enough sweet malt to add a counterpoint. Good stuff. Solid bitterness completes the picture.     Feel is medium-minus. Overall an enjoyable West Coast IIPA. I find Lagunitas' regular IPA to be extremely bland--this is much more up my alley.   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4.5 | overall: 4.5 Poured from a 22 OZ bottle into a pint glass. The appearance is a clear light golden amber color with a small white head. The aroma is hops & pine. The taste is pure hop bliss.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 This is just a gorgeous, balanced beer. Citrus and pine, I just love this beer its so refreshing and drinkable...it'll gitcha too! 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4.75 | feel: 4.25 | overall: 4.25 This is an underrated beer. Love IPAs and this not a "different" IPA it's just as solid as it gets. The first thing I noticed was the foggy/honey color. The carbonation is great- almost as much carbonation as a Coke. I usually don't like that, but it makes the beer refreshing. The first taste is piney resin, then a satisfying bitter that isn't strong; mild bitter aftertaste for about 5 secs. All the tastes go together perfectly. It won't blow your mind, but it will be a great beer.   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Had on draft at Lagunitas Taproom Chicago. This beer has that typical Laugnitas taste we all know w/ some nice citrus notes and a nice hopping finish that really makes you keep drinking more. There is a long bitter after taste that really doesn't cringe in your mouth, it's just there. This is definitely not my favorite offering from Lagunitas, but this hangs up with some of the great DIPAs.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 4 I am a malt-head.   But, I'm cleaning up my ratings by trying every one again and writing a review that includes something about the brewer.  In Lagunitas' case, I've had 21 (a goodly amount by my standards) and admire them for opening a plant in the Chicago ghetto and providing all sorts of good things like jobs and beer happiness (or happiness as is more the case.)    Probably four years into a don't-look-back relationship with Heineken, Lagunitas is still having fun and producing good craft.     Life is good.  And no need for me to comment on the beer. Except that I like it .... despite being a narrow-minded malt-head.    I should comment on the AIIPA category. I've had 40 and not one of the 15 on the first page do I rate above the average. The same goes for those on the 2nd or 3rd page of AIIPAs. In other words, I'm biased.   But, I still want you to enjoy Lagunitas ales.  Now is that respect for beer ?   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Description: Bright, crystal clear apple juice color with clean white head and lacing. Smell is fresh and clean with notes of pine but an underlying fruit/sweetness. The taste has a crisp, dry, somewhat bitter finish but still has some fruit and sweetness throughout. The flavor isn't overwhelmingly strong, but in this case I don't think that really detracts from it; it's sort of a delicate, nuanced flavor. Mouthfeel is light, without much carbonation. Smooth for an IPA.    Suggested food pairing: Grilled salmon    If you like this beer then you should also try: Truth    Overall: 4.25 (This beer is good and I would likely drink it again) Given the name and the fact that is has a whole mess of IBUs, I expected this to be a hopbomb; I wasn't pleasantly surprised to find that it was not. Flavors were much more nuanced and complex than that. As always, Lagunitas turns out another great beer that I think would have wide appeal across the beer drinking world.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Bottle poured into a Lagunitas mason jar    A: Pours deep golden amber with a frothy tan head that settles to a dense layer and leaves some very nice lacing.    S: Pine and citrus, light tropical fruit, a little caramel sweetness, and a touch of biscuity malt.     T: Resinous pine, citrus, grapefruit zest, a little orange, floral notes, subtle tropical fruit, passion fruit and mango, biscuity malt, and a touch of caramel sweetness.     M: Medium body, moderate carbonation. Very drinkable for 8%    O: Maybe not my favorite Lagunitas brew, but still darn tasty. And a steal at $5/bomber.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours a crystal clear medium Amber with a two inch, well retained off white head which leaves excellent lacing. Smell is piney and grassy with orange notes. Taste follows the nose with some orange rind, tropical fruits and some malt sweetness. Bitter and dry, but not nearly as bitter as the IBU's would indicate. Mouthfeel is dry with light carbonation. Overall very good.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 This beer was awesome when it first came out, but it seems to be suffering from a lack of bottle dating/freshness.    Comes out very light colored. Yellow. Nice 1/2" white head. Aroma can drop the hop oils quite pungent, but lately isn't all that.     Taste drops lots of Simcoe hops. Mouthfeel has a light toasted pale and oat body to it that really stands out when done well. Bomber only format sucks, don't know why they can't do this in 6 packs. Not as bitter or boozy as the label would lead you to think. Lots of tree like hop notes to it. When its in top form, its one of the best ipas out there, but on average, it has fallen into second (still very good) tier status.     Please bottle date & 6 pack this beer.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 651ml bottle from Good Spirits Co. Wine & Beer (£7.50):  Great stuff, this one is a hop bomb to start with thanks to the huge hit of resinous pine to open things up but there was also plenty of sweetness & malts coming through from the middle onwards to help balance things out. I particularly enjoyed the tropical fruits, especially the mango that featured quite early on but the entire beer was a good one.   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4.25 pours beautiful clear orange-amber. piney grassy pungent nose. grapefruit and caramel flavors, well bodied, strong bitter notes in the finish. this bomber goes down easy but makes itself felt.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 Probably my favorite so far by Lagunitas. Has a hint of melon up front, nice mix of hops in the middle, and a sweet yet bitter finish. 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Excellent, slightly funky first sip 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 on draft in 22oz roofie glass. also after another 2xipa. more citrus than expected, but very good 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 March 20, 2016    22 oz. bomber, tulip    A – Medium amber, with very high clarity, quite well-filtered. Half-inch foam cap, uniform and long-lasting, is white to slightly off-white.     S – Resin and pine lead the nose, with some tropical notes of mango and papaya, and a dank muskiness enveloping it all. Toasty malt notes with just a hint of caramel or brown sugar. Light note of red apple and pineapple on the finish.    T – Incredibly balanced considering the amount of hopping involved, assuming accuracy of the IBU claim. Resinous hops are most prominent, followed closely by tropical mango and papaya, with a bit of pineapple. Pine and spicy herbal notes come in at the end. Low caramel and toast malt flavors provide a base for the big hop flavors, and add sweetness to balance moderate-high hop bitterness.     M – Plenty of malt sweetness is countered by a lot of hop bitterness, well-balanced though the bitterness wins out and lingers on the finish. Medium-high body with a slightly syrupy, resiny quality, juicy with little dryness. Carbonation is moderate, normal.     O – A prime example of West Coast IPA, very well-executed.   
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Bought 22oz bottle from Times Fuijioka's $4.99  Light amber color  Medium mouthfeel  Medium carbonation  Smooth strong hop taste without being overly bitter. Sweet orange grapefruit taste.  Overall a really good beer. For a high alcohol beer it doesn't have that overly strong alcohol taste that a lot of high alcohol beers have. Would drink again.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Sweet but not sticky, the smell is hoppy and malt in perfect balance, no strong citrus or pine, just a well balanced IPA. Nice bitter after taste and this is matched perfectly by the sweetness of the malt. This is another winner for Lagunitas, definitely a favorite for me!!   
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a 22 ounce bottle into a mason jar. Tall white head that lasted through half the first (aggressive) pour. Good lacing too. The color is a beautiful golden brown. Smell is strong citrus, hops, and some pine. Taste follows the smell. Great citrus and pine, with strong, but balanced hops. Very balanced for 102 IBUs. Much easier to drink than I anticipated for the high IBU, possibly due to the lower ABV (8%), which is essentially unnoticeable. Overall, this is a great DIPA I will drink again.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 As soon as the beer begins the pour my nose is slammed with a blast of citrus, juice and rinds, mostly oranges, with a bit of pine in the background. Frothy head caps a beautiful translucent amber body. First sip and I taste some bread-like notes at the beginning, beneath the palate, that quickly expand into the hop-bomb promised by the nose. The citrus and pine flavors literally burst and take over, but not unpleasantly. There's a slight alcohol burn at the end, but the juicy hop profile holds strong throughout.   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 22 Ounce Bottle  Bottled on January 6th, 2016  Reviewed on March 13th, 2016  Served in an IPA Glass    Eyes  Poured a dark gold body with a nice amber glow. A massive head formed right off of the pour. Slow to collapse, the head left excellent rings of sticky lacing behind.     Nose  Tropical hops were prominent. Sharp notes of grapefruit. Sweet layers of orange, mango, and a splash of pineapple. Tart and sweet aroma all around.     Tongue  Good hit of grapefruit up front. Sweet notes of orange and pineapple juices sweetened the palate. The most abrasive notes came from herbal hops, most notably pine. Finished dry with lingering notes of pine and grapefruit.     Mouth  Medium bodied. Moderate carbonation.     Notes  Damn good DIPA. No shortage of juicy hops. The advertised 102 IBUs did not feel as overwhelming as I thought they would, but this was all-in-all a great brew. It is an extremely accessible, affordable, and high quality DIPA, you really have no reason to pass this one up!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Hop Stoopid Smells like an amazing dIPA. And it is very good. But I don't think it is world class. The aroma when you open a bomber is impressive. But the flavors are some what muddled. This is not to say I didn't enjoy it. But the flavors are somewhat muddled. It is hard to pick out anything other than general pine and general citrus. I would buy this again. Especially at the $3. that my local liquor store is charging for a 22 oz. but it pales in comparison to Pliny or the calling.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 From bottle, pours a hazey amber with not much head at all just a lacing around the glass. Aroma get the pine from just prying the cap off, tropical, grapefruit, citrus. Taste follows the nose big on hops. Not to bad.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Deep golden, billowy head. Heavy lacing. The classic look of an IPA.     Peach, guava, tropical hops, grapefruit, pine, bread / malt.    Grapefruit, bitter hops, pine, resin, sweet malt. Lots of hop flavor. Bitterness is moderate, a little astringent, a bit sweet but not as cloying as some other Lagunitas brews.    Moderate thickness, moderate carbonation.     It is what it implies. In my opinion, a crisper, cleaner, drier platform might lend more impact to the hops. But the sheer volume of hop flavor packed into this beer is astounding. Bitterness is on the lower side of what you might expect, paving way for flavor, flavor, flavor.   Very good, and at 10$ a sixer I would like to have a couple of these in the fridge when possible.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Serving Type: Bottle (Dated 1.26.16)  Consumed: 3.4.16    A: 4.5 Pours a clear, reddish-brown with a large, off-white head. Good retention and lots of lace in the glass.    S: 4.25 Pretty strong hops as soon as the cap is off. Lots of pine, dank, and some mild citrus and tropical fruit, mostly grapefruit and pineapple. Mild sweet malt presence in the background, but mostly overpowered by hops.     T: 4.25 Like the nose, flavors are start with minimal malt sweetness followed by a big dose of oniony, dank, piney hops. A bit of grapefruit peel shows up from the nose, but fruit flavors are covered up a bit by the strong onion flavor. The finish is nice with pleasant bitterness.    M: 4.5 Great body and carbonation; substantial without feeling too heavy.    O: 4.25 This is a great double IPA from Lagunitas. Lots of good flavors and super drinkable. The only real problem with this beer is Sucks – it’s a bit more fruit forward, cheaper, and easier to find fresh as hop stoopid is usually pretty old. Still, it’s nice to try this one out from time to time.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 22 oz bottle.    A: Clear amber. Poured 3 fingers high of head, medium retention.  S: Medium high lemon and lemon peel. A little piney.  T: Intense lemon flavor. Somewhat green tea. Medium malty. Medium high bitterness. Dry. Finish is medium short.  M: Medium bodied. Medium high carbonation.  O: Quite good despite I was unable to drink it fresh.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 APPEARANCE: Dark golden/amber. 2 fingers of off white, creamy head, that lingers a good long while. Plenty of small bubbles rising. Leaves a nice thick lacing down the glass.  AROMA: Toasty biscuits, caramel, fresh orange and a nice dose of pine.   TASTE: Lots of pine right up front, changes to citrus/grapefruit. It was more orange in the aroma. And LOTS of bready, biscuit, caramel malty goodness to balance it out. Bitterness hits mid palate and builds over the course of the beer.  FEEL: DRY! All the way through, but there is a sticky quality to this beer as well, like a Hopslam. Nice medium full level of carbonation. Medium full body.  OVERALL: Just about the perfect IPA for me. Why? Because the hops shine through great AND it has some killer malt action going on. Reminds me slightly of Celebration, and Hopslam, each in their own way.   
look: 3 | smell: 3.5 | taste: 2.75 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Dark golden in color, very small head.    Huuuuuge fruit hop aroma. Smells like I walked into a candy store.    Tastes fruity as well. Going to have to get this one again.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured from a bottle, Julian-dated June 6th, 2015 (8 months ago). Clear gold color with a creamy frothy head. Smell is dank; citrus, pine, lemon perhaps - very dank hops as it warms especially. Balance is achieved with just a little bit of malty sweetness to offset the massive hop pallet. Taste is clean, hop squeezed goodness, sour/dank and amazingly refreshing. I love the little hop bite on the edge of the tongue this beer leaves. The dazzling taste combines with a very otherworldly, growing feeling in the back of the head as you feel the hidden alcohol come to the surface. Refreshing, yet such a tempting beer to just keep drinking. A pint and 6 oz could even have you a little incapicitated for a while. I can't get enough of the cool refreshing taste, this beer sets quite a standard at $5 a bottle. I love when these higher abv IPA's take on such a dank, sour, clean tone and this one is a perfect example of one of my favorites I've tried. Outstanding.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4 I like to think of this as the steel reserve for beer geeks. Great value at $4.50 a bomber and will get you nice and drunk to boot. Goes down very thick and hoppy; not that boozy for the abv. Very tasty and readily available.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4 | feel: 5 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 an excellent beer. Not too much hops but just the right amount of grain in this beer. Still havent met abad brew from Lagunitas brewing compmany. Cheers to these folks   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 This is a great brew that I'm finally getting to. The fact this beer has been around almost 10 years shows how ahead of its time it is. Super hoppy goodness. Feels a little heavier than others in its category. Great beer at a great price.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Fantastic! Try one! It was delicioso!! 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.25 | overall: 1 would not drink again. too bitter. really imbalanced 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
