look: 4.5 | smell: 3.5 | taste: 3 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3.5 | overall: 3.5 For me, just not a fan. Has a very strong flavor that is unique to any beer I have had before. I can see why some folks would love this. It has a very interesting aftertaste that is sort of sweet, but overall I would not buy this again.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 11-30 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 2.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 Look: Amber red, two fingers of foam.    Smell: Musty citrus, fruity sweetness    Taste: Very Hop forward beer, but with enough early sweetness to successfully  prevent a runaway hop freight train. (Nice)    Feel: Full, nicely carbonated, a bit astringent.    Overall: Really becoming a fan of hoppy beers, but only those that approach the  overall experience in this same manner: (DFH 90 Minute another that does this well.)   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 appearance- Dark red/copper in color. Pours a slightly tan colored two inch head. Head recedes slowly with a good amount of lacing left behind.    aroma- Very sweet with toffee, pine, and orange candy being most notable.    taste- Lots of caramel and brown sugar sweetness at first followed by a little bit of pine hop flavor and bitterness. That orange candy sweetness definitely shows up towards he finish along with a little bit of lingering pine flavor/bitterness and caramel sweetness.     feel- Full bodied, medium carbonation, a little sticky first but surprisingly clean in the finish.    overall- Great strong ale that maintains just enough balance despite all the sweetness. Kind of reminds me of SN celebration if the malt bill was doubled. Definitely a good winter time pickup.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 3 | feel: 2.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 5 | smell: 1.5 | taste: 3.25 | feel: 3.5 | overall: 3 Looks great: clear Amber color with massive frothy head that seems to never fade. Smells like burnt plastic, or maybe like after you've run an old school vacuum cleaner too long and the rubber puller started to get hot. As it warms, I do get some light dried apricot but the rubbery plastic is still there. Tastes sweet with carmelized brown sugar, almost syrup or molasses like. Finished a little dry but then the carmelized brown sugar lingers into the finish. Think some of the burnt plastic character carries into the finish also. I get no hops. Feels full with a touch of some warming alcohols, but not hot. Overall, if the strange off note wasn't there I think I could dig. Otherwise, this one is a strange curiosity.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 A beer that is as good as advertised. It is sweet without becoming cloying and still has just enough bitterness to burst through the brown cane sugar. And you can't really tell that its borderline 10% ABV.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Cool beer here, plenty unique. Brown color with reddish hues. Aroma of brown sugar, (duh) and not much else.    Hides alcohol with all that sweetness. Easy drinking, but watch out. Still gives a little hop prick to ya, even through out all that sweetness. Good stuff. Deceptively strong.   
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 L: ruby red color with white head  S: big sweetness and hops  T: hops, sweetness, and alcohol/medicine.   F: fairly thin and the medicine flavor lingers.   
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 5 Great sweet sugar and hop combo. Somehow balances that, and dank and citrus, in a way that's sweet yet highly drinkable. Avoids the cake-like cloying trap other sweet DIPA's tend to employ. This stands on its own. Caramel, floral and citrus. Alcohol is hidden except for the peppery/ sweet after-bite. Sips quickly for a nearly 10% abv. brew. The only downfall is that I only took out a single to buy from the six pack I found at the market. What a value.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.25 Fun Fact: Let this one breathe a few minutes before sipping. The bouquet really opens up when you give it a chance.    This one pours with a deep, amber hue with a fizzy, thin head that dissipates quickly. Lacing is medium and sticky. Nose is a mix of piney, grapefruity hops with brown sugar/honeyed malts. Taste is sweet and citrusy up front, followed by notes of brown sugar, molasses and caramel. This is definitely a hop-forward beer, but not so much as Lagunitas' flagship beer. Mouthfeel is very sticky and resiney. Overall, this is superb, complex beer that gives you the best of both worlds - the sweetness of malt and brown sugar adjunct with the bite of an IPA.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Wow.   L - Slightly Hazy burnt amber red, 1/2 inch head quickly vanishes leaving nice lace  S - Musty fruit, grass/pine and brown sugar  T - Full bodied hops, orange, slight bitterness. Followed by an earthy sweetness  F - Great upfront heaviness, firm mouthfeel as it spreads evenly, to a crisp sweet lingering goodbye  O - One of my favorite Lagunitas beers    Perfect for late fall/winter. The closest thing to an Old Fashion experience. Heavy alcohol, fruit, bitters, leaving you ready for another.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 This is a really tasty brew that threatens to make a strong ale fan out of me. Grapefruit, malt and hops with a softening base of light roast and toffee. As others have said, the high alcohol is almost not even noticeable. It is not the most complex beer I have had, but the blend of flavors is very well balanced and the long finish calls you for another sip.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 Poured from a 12 oz. bottle into a tulip. Julian dating 281 5 (October 8, 2015)  Pours a nice dark amber-red-brwon with a lot of off white head. My glass is full of lacing....ridiculous!  Getting a nice hoppy aroma, not what I was expecting, although I don't really know what I was expecting...Sour lemon and pine dominating.  Taste...Clean hops taste up front with pine and a citrus bite; maltiness comes in at the end to round that out and then leaves a nice bitterness behind on the palate.  Mouth feel is...well I guess medium. Not a hint of the 9.8% abv that's listed on the label. Honestly I had no idea it had that high of an abv, either.  Overall, I never really looked into it or had plans of buying it, so when I had to complete a mix-a-six I saw this on the shelf and grabbed one. I liked it, but not enough to really go and look for it again; just satisfied with it to have had it this one time. Reminds me of Arrogant Bastard a little, just not hoppy enough. This isn't a bad beer by any means; I won't be rating low, it's like I said I won't really be seeking this one out again.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Always a nice beer from Lagunitas. Taste follows the smell of rich caramel malts and citrus hops. Finish has a nice spicy kick that finishes rather clean and dry. Good n' hoppy!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Tasted in a Rastal Teku glass from a 12 oz bottle. Look is orange amber with an off-white head and sticky lacing. Smell is caramelized sugar, hop oil, apricot and pineapple notes. Taste is caramel, toasted bread, hop oil, spice and citrus flavors. Feel is chewy in body and smooth in the finish.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4.5 | overall: 3.75 12 oz. bottle poured into goblet    A- Nice clear copper. Light tan head is dense and retains at 1/4". Good lacing.    S- Booze sting. Brown sugar sweetness, earthy hop.    T- Sweet, and brown sugary. No wonder the name. Hop character comes up faintly in the taste.     M- Hop bitterness is up there, along with booze, but sweetness evens it all out. Great balance.     O- Booze forward, but surprisingly balanced. Depth isn't great, but at least the name rings true to its attributes.   
look: 4.25 | smell: 4.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Classic from Lagunitas. 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 Look - Dark amber color, clear in appearance  Smell - brown sugar, caramel, dried apricots   Taste - Molasses, caramel, burnt brown sugar, candied orange, dried apricots  Feel - Sticky, dry, slightly warming     Overall - A little too sweet for my liking, but not a bad winter offering.   
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 wubba lubba dub dub 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 L- Looks great! Cream lace, moderate foam, amber orange brown sexy.  S/T/F-Smells and tastes like burnt brown sugar but it blends with the carbonation is oh just the right way that it's great even to this non-lover of "sweet" beers.   O- Is there even alcohol in this?! Oh, 9.8%, you will notice in your head before your mouth. This beer is a delight. Well done.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 pours dark amber nearly orange/brown with a thick white head.    smells like caramel and sweet hops. not overly strong aroma but still an aroma present.     taste is caramel malt and heavy hop. mostly dark heavy fruit hops, some pine as well. finishes dry and sweet. goes down very smooth, makes me wanna keep sipping!    overall this is a really good beer. easy to drink which is deadly for a beer that is essentially 10%. different than Lagunitas Sucks but still great. Lagunitas always hits on their big beers.   
look: 4 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Pours an amber brown orange. Smells of bitter orange rind, caramel and floral grassy hops. Tastes like orange, grapefruit, bitter hops and caramelized brown sugar. Medium body with mild carbonation. The alcohol is covered up pretty well. Overall a good, strong, bitter and hoppy ale.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 2.5 | taste: 4 | feel: 4.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 12 oz bottle poured into a snifter    A: crystal clear body bubbly head with just a slight off white color the body is a nice dark amber with ruby red edges    S: resiny floral hops with a little bit of burnt sugar     T: nice deep sweetness with a huge dose of burnt sugar and bitterness from the hops that come off more floral on the taste has some dates and figs taste with a little bit of cane sugar    M: lighter to slightly medium     O: nice sweet beer with a good dose of malts and hops this is this like arrogant bastard and a little like Old Stock Ale but smoother and has a little bit better taste. This beer lingers on the tongue and has such nice figs and toffee taste very easy to drink   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 Bottled Oct. 12, 2015    L- Deep amber, great clarity, one finger off white head.    S- Sweet dates and toffee, little bit of the alcohol coming through.    T- Similar to aroma, sweet dates, a bit of hops in there, light bitterness on the finish, a little warming on the tongue.     F- A thin syrup, good carbonation, pretty drinkable for the abv.     O- A very nice, not too sweet, malty beer that would go great with some winter weather, and a great price for a higher abv offering.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Didn't care for this at first but 2nd time trying it, this time on tap, it's not bad. 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 I mean come on... It's lagunitas and hops. Of course it's gon be good, man! But it is fantastic. Big sweetness and big hops. Typically tropical as lagunitas does so well. Great body and mouthfeel. Damn good!   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 On tap at McNellie's OKC. Pours a clear dark amber. The two fingers of creamy white head take a while to settle, leaving decent lacing. Smells of piney hops, caramel, brown sugar and malt. The taste is equally complex. Sugary caramel with just a touch of bitterness. Medium mouth that's pretty sticky. This is really nice, and everything blends together so well.   
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 4 | overall: 3.75 Too piney. Nice malt and the associated flavours but the hops kind kills it - but that's not a bad thang but just doesn't drink like a brown 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 3.25 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Appearance: light copper with a very thick foamy head that dissipated slowly. Translucent with no sediment.     Smell: tons of tropical fruits with strong notes of grapefruit and orange citrus.     Taste: like a hoppy barley wine. Strong notes of grapefruit. Very resiny and especially sweet throughout. There's presence of pungent hop bitterness that compliments the malt. I wouldn't say this beer is complex but it sure is delicious.     Mouthfeel: full bodied and syrupy.     Overall: this is good stuff. I have not tried one thing from Lagunitas that was okay. Everything had been superb.   
look: 5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3 | smell: 2.25 | taste: 2.25 | feel: 3 | overall: 2.5 Nice brown sugar taste but followed by an IPA bitter that I don't care for 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.25 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 Poured into a tulip glass.    A: A clear yet murky brown/amber, as barleywines are known to be. A half finger off-white head that settles rather quickly. Some lacing.    S: Cane sugar, molasses, pear, lemons and apricot.    T: Whoof! The sweetness overwhelms, but in a good way. I discovered later that this was a variant of Old Gnarlywine, which I had recently and loved. There's lots more brown sugar in this one with a depth and complexity that demands that it be sipped. Warm and inviting. Dark fruits slide in with an apricot dance. Sensual. Wraps itself around you and doesn't let go.     M: Medium to strong with medium carbonation. Thick and chewy.    O: A great fall beer with an ABV that packs a wallop. Lagunitas never fails.   
look: 5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Served in a small weizen glass.     L : Towering head with dense webs of lacing, caramel-honey colored body maybe 70% transparent. I'm just throwing in the towel and calling this a 5. It's an easy A+ for appearance.     S : Caramel, caramel malts, pine/cleaning agent, brown sugar, old wood, baked biscuit. A bit faint though.     T : Holy sweet and then alcohol! Super sweet beer, with notes of caramel, honey, butterscotch, and brown sugar. Behind that it's rubbing alcohol and spices. It ends slightly on oat bread, with some notes of sweet molasses.     F : Full bodied, sticky, and dense. Not creamy, but heavy. Semi-dry finish.     O : I'd have it again. Didn't know it was a 10% beer so I'm gonna cap this as I'm headed to work very soon. Nice work!   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Appearance: Pours a reddish amber color.    Overall: This beer has a strong sweet aroma. It contains flavors of malts, sweetness, fruitiness, caramel and bitterness. This is a very good malty brown ale.   
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4.75 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Pours a dark amber. Nice 3 finger creamy head with lots of laving. Mild malt and grass aroma. Big malt flavor with hop bite. Too much for me. This beer has a bit of a heavy oily feel.   
look: 4.5 | smell: 3 | taste: 3.75 | feel: 4.75 | overall: 3.5 Bottle poured into a wine glass.   This is the Brown Shugga' Sweat Release, OG: 1.100, ABV:9.8%, IBU: 51.1     A: A very clear amber, with short head. Carbonation bubbles lingered inside the glass.     S: Floral hoppiness in the bottle. After I poured it the smell became very neutral, with a mild hop aroma lingering.     T: It’s hoppy. It’s also got the sweetness, but not malty sweetness, more like a molasses … or brown … sugar.     M: This is a full body beer. There’s a coating of the mouth that is expected from a beer made with this much sugar . A little tingly on the tongue but no burn from the high ABV.     D: I’ve drank this beer plenty of times, and until now never analyzed it. It’s a good beer which I have always enjoyed, but until now, I never realized how quiet this beer was. Heavy, but quiet. It’s a hop forward beer, and the sugar gives it more body than sweetness.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Maybe its because its Halloween, but crap this stuff is sweet. But, even with the high ABV, it is still drinkable. Take it slow because it adds up FAST. Poured medium dark amber, orange. Smell was malty sweet. Taste was sugar, like candy at first with malt aftertaste. Feel was very smooth. Overall, 4.2.   
look: 4.5 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Another great concoction brewed up by the bier meisters at Lagunitas. A very drinkable, malty brew with just enough hops to seduce your olfactory senses without competing with the maltiness. Smells of sweet fruits, tastes sweet, all in all, this 2-day old brew turned out to be one of my favorites this year.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Revisited 1/26/18 & 12/11/18    Pours a nice copper amber color with a slight head and nice lacing. Aroma has brown sugar and malt hints, the taste follows the nose with resounding malty flavor notes. A medium bodied well balanced beer that has a nice feel but packs a powerful punch.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Pours beautiful copper, thick head with medium retention. Aroma is malty sweet, followed by a punch of hops. Taste is sweet brown sugar with a heavy dose of hops to even it out. Body is thick enough to contend with the alcohol, very well done. One of my favorites when it is in season!   
look: 4.5 | smell: 3 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 I'm a huge fan of Laganitus and this beer is no disappointment! I'm definately going to age some of this. By some, try some, and write yer own review.   
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Wow, I'm seeing ratings from June and July of this year, and this is a seasonal that gets released in mid October. To see the high marks means this seems to keep well. I have never cellared any, but that may change.    This and the Undercover Shutdown are my favs from Lagunitas, but I've yet to have a clunker from them.    Starts out with a huge malty, toffee nose, which carries thru to the arrival on the palate. Gives way to great bitter hops of grapefruit, pineapple and papaya. The only complaint I have, and it's not really a complaint, is that the bitterness of the hops lingers a bit too long on the finish.     This is dangerously quaffable at 9.9% ABV. I look forward to it every year.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Corner store - San Francisco, CA - 12 oz. bottle poured into a glass 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 i really like this one. it's the kind of thing that i don't go looking to find, but when it's out there, i grab it again and again.    pours amber, with a lot of lacing. smell is hops and fruit - pineapple, really. upside down cake.    taste is surprisingly hoppy at the front, but fades to some fruitiness, bitter hops, and finally its namesake. really, what's left is sugar and hints of fruit.    not what i'd want on a summer afternoon, but fits nicely into the fall and winter arsenal.   
look: 4 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured aggressively into a snifter. Even for an aggressive pour, this had a large head. Large foamy bubbles that retains for some time. The head reminds me of a trampled beehive with its bubbly appearance. The body has a dark amber, yet incredibly clear color. I could not detect any signs of carbonation in the appearance.    The sweetness of the brown sugar is undoubtedly present in the smell, alongside quite a bit of malt and floral notes. A stingy booze-flavor is noticeable, especially as it warms. Call me crazy, but I also felt the smell of wild berries. A welcoming smell.    The malt is the first flavor which hits the tongue, with a brown sugar/floral sweetness slowly developing in the aftertaste. The malt-flavor, in combination with the sweetness, reminded me of fresh desert bread. The combination of brown sugar and floral notes adds to a caramel type flavor. Also, I felt some black tea in the brew. The semi-bitter hops are distinct throughout the experience. Despite the bitterness of the hops, the sweetness makes the feel quite juicy. As one would expect from the appearance, carbonation is low. Even though it offers a pleasant tingling sensation to the tongue as soon as it enters one's mouth.    Not as drinkable as most Lagunitas, but then again, it is significantly stronger. I thoroughly enjoyed battling with this beer, however, at the end of the day I'm not as excited about it as I thought. I have a hard time to put my finger on it, but this beer feels like it's lesser than the sum of its parts. Still another solid brew for Lagunitas Brewing Company though.    Paid $11 for a six-pack, which is honestly a steal.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Sweet, with malty mouth feel. Strong, but not overly boozy. Pairs well with roasted vegetables. The hops are there, but they are secondary to the sweetness. At 9.9% ABV, it's a slow sipper. A nice Fall and Winter fireplace beer.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 A truly unique beer, in my experience. Malty but hoppy; hoppy but malty; strong but smooth...and affordable. A paradox in every way, but what's not to like? I guess that's 'why you taste so good.'   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
