look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 (2019)    A: Pours a light copper-orange when held to the light. Has a quickly dissipating white foam head.     S: The honey actually comes through a little bit, along with a faint floral aroma.     T: Overall, the taste is a balanced mixture of the quintessential west-coast floral/pine hop profile and a dollop of honey. I like the addition of honey, as it provides a unique alternative to the "malt backbone" that other DIPAs have. In particular, the flavors I get on this beer are sweet grapefruit, pinecone, honey, orange pith, and a dank oily hop presence.     M: I'd say this is on the heavier side, but with enough carbonation to balance things out. It's obviously not stout-like.     O: Wonderful beer. To me, Hopslam's flavor has a story: it's a beer that once was a typical west-coast DIPA, lost in the sea of millions of the same style. But then, somehow, it got bit by a radioactive bee and turned into a super honey-infused west-coast DIPA that saved the city.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Very big beer here. Balanced very nice between the hop load and the big malt load. Alcohol hides except when it warms. Exceptional with one issue, the price point. There are better out there for the price.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Quite fresh, can date of... looks like 1/8? Not super legible.    Pours a nice amber-gold, transparent, no haze. Powerfully hoppy nose, sweetness already quite apparent. This ain't no NE IPA, ya'll.    I liked last year's release of Hopslam - but the funny thing to me is that I never really noticed just how sweet it is, and how present the honey is. It's a unique IPA - definitely not a NE and not a West Coast. It's mildly malty, nowhere on the level of a Founders Doom, but there's certainly some there in the mouth feel and taste. Again, it's sweet! Quite sweet. But, my girlfriend being the litmus test, the hops are still quite present - enough to be unpleasant to non-hops people.    This one isn't a beer that I want to drink multiples. I'll drink one and give up, or move on to something else. It's a good beer, but not one of those you take casually.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Very well made beer. Amazing citrus smell as well as a great citrus taste. Also a very sweet beer but not overwhelming. Booziness is prominent but not in a bad way. Try it if you find it.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Really good, smooth tasting iipa. 10% abv goes unnoticed. $18 a six pack just seems a little steep. I've had better for cheaper. 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 Love this beer! Drank out of an imperial pint glass and poured from the 1.32 gallon mini keg. Two finger head that settled down to a thin layer after a couple of sips. The lacing is crazy, this beer left the inside of my glass looking like it was covered in soap suds. On the nose I am getting a lot of sweet floral notes as well as a bit of piney resiney goodness. On mouthfeel I am getting a surprising creamy texture and the co2 hits at the end. As to taste this beer is perfectly balanced, full bodied with enough bitterness to cut the honey which I was a bit afraid might add a bit too much sweetness. I’m getting a lot of citrus stone fruit and pine on the finish. I must say this is an excellent beer and wish it was available year round.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 12oz canned 1/10/18 poured into a Hopslam snifter at fridge temp 10% ABV. The beer pours bright honey amber in color with sticky off white head. The head recedes to a thin ring and island leaving substantial lacing. The aroma is sweet caramel, citrus and pine. The taste is sweet caramel and honey flavors moving into sharp and clear piney bitterness. The booze in the aroma and taste comes out as it warms. Mouthfeel is medium bodied, adequately carbonated and somewhat dry in the finish. Overall, very good. All of these classics have a hard way to go compared to recent DDH bombs. Very enjoyable as an annual treat.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Not really worth it @$18.00 a six pack of cans .    I will say its a unusual and interesting ipa.  There is even more flavor after a drink / sip and you Eehale through your nose that you will tast. Weird in a good and interesting eay.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 2.25 | feel: 4 | overall: 3.5 I give this a high rating only despite the hops, not because of them. The flavors are wonderful except for the hoppy pine and bitterness.     In my other reviews I've explained I do not like hoppy beers, 30 IBUs is probably the highest I go in terms of truly enjoying a beer. But this one manifests not only in the bitterness but also in a piney floral scent that reminds me pleasantly of walking, as I did many years ago as a child, under pine trees at my grandmother's home in Northville Michigan, and at many Michigan campgrounds my family visited.    I would sit and enjoy the shade and the scent of the needles, which was probably enhanced by crushing them as I walked and sat on them. So this beer brings me back to my childhood and teens, but I really couldn't drink more than a taste, which I had off the tap at a local bar.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 1/16/18: 12 ounce can packaged 1/10/18 @ 15:51,purchased at Jewel Osco on State ($15.99 six pack + tax) poured into standard pint glass. Copper Orange pour, two finger head, Nice hops aroma, not overwhelming, balanced by pine, orange and malt. Hops much stronger / dominant in the taste area. Some balance with the pine, orange and malt, but the hops kicks all other tastes asses. Excellent firm mouth feel, bitter and pleasurable, texture firm, smooth going down. Nice kick you don't realize as you first begin drinking. Love this type of beer, this one is an excellent offering, glad I finally was able to snag with other cans anxiously waiting to join the first. Well done, Bells!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A beautiful foamy hoppy opaque orange body as it pours into a Backwoods Bastard Snifter. Aroma is of orange and pine with some subtle honey malts. The taste is of orange rind, honey malts, and pine along with tongue piercing hoppy sensations.   
look: 3 | smell: 1.75 | taste: 1.5 | feel: 1.5 | overall: 1.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 3.75 I like it a lot 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 Totally drinkable 10% DIPA. Dangerously smooth. 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 This is one of my favorites that I always look forward to. Poured from a 12 oz. can into a pint glass this yields a clear golden colored beer with a solid finger and a half of light tan colored crown. The smell is dank and resinous while the taste brings in the sweetness of the honey to really make a great brew. Wet and sticky mouthfeel. I love it.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.5 | smell: 3.25 | taste: 2.75 | feel: 4 | overall: 3 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 A really good blend of hops and malt with a kick off honey to add just a little sweetness to balance the hop bitterness. Love it. 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 The name is appropriate as the presence of hops in this brew slam the taste buds. It's pretty high in alcohol which is fun sometimes but it's just slightly too bitter to experience for this kind of enjoyment. It's very well made from a great company and I do recommend it as something worthwhile to sip once in a while if you're a big fan of hops.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 I thought this was good but there are plenty of dipa's available year around that are on a par with this one. 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from a 12oz can.  Wonderfully balanced DIPA. Iconic in its yearly anticipated release and consistent flavor profile.  Dark golden color, with white head and moderate lacing. Aromatic hops aroma, with bitter/sweet confluence on taste. Tough to pound with its ABV (10.0%) but thoroughly enticing.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 4 | taste: 3 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 5 | feel: 4 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Incredible IPA! Tasted from bottle. Pours a slightly cloudy gold with white head. Excellent aroma of oranges, grapefruit and flowers. Taste is bitter but incredibly balanced for a double IPA. Citrus and floral tastes with a mild sweet honey tastes. Very smooth and drinkable. Dangerously good with that high of an ABV. I definitely approve.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 The most recent release was not as good as the last few. Normally an exceptional beer. 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Dark cloudy straw color with white head that dissipates quickly. Aroma is mild hoppy with fruity accent. Taste is also a mild hoppy with fruit and a slight honey taste.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 Nectar of the gods. The fact that it always comes out in short supply around my birthday makes me a very poor (and rather fat) man at that time every winter.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 12 oz can poured into a Duvel tulip. At this time the beer is probably not anywhere close to its full potential as I bought and drank this can months after the package date! I was just happy that the store still had cases of it so long after production.  The beer was definitely not skunked but may be significantly more mellowed than when fresh. Overall its hoppiness is on the dank and rich side, rather than the bright side, and I can't tell how much this is owing to its aging. I found it to be similar to Dogfish Head 90-minute IPA, with that same rich sweet malt backbone and balanced, full hop profile, only with the hops/spice/alcohol turned up a bit further.  So I won't go into a detailed review and will just say that I enjoyed it and I'd like to revisit it when it's fresh.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 She pours a light golden color and leaves the same colored body. A half finger white foamy head appears and lasts for about a half minute. Light sticky foamy lacing appears. The smell has a ton of piney hops (holy hops, Batman! - could there be any more in the smell?), citrus, and some light honey (more so as the beer warms). Light caramel and a slight malty presence comes in later in the beer. The taste has a large amount of bitter and sweet between the previously mentioned flavors. A bit of spiciness comes through as the beer warms. On the palate, she sits about a medium with nothing sharp on the tongue. This has got to be one of the smoothest DIPA’s I’ve ever had. The 10 % ABV is hidden very well, as I almost feel like I could pound this all day, very sessionable. The aftertaste is piney and the finish is sticky and bitter. Overall, big wow from me as this is an exceptional beer for its style and for me.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Not many brews can have a mouth-watering taste, and have over 8% abv. It's practically a state holiday when Hopslam comes out each year! This beer is truly amazing. I don't say that without cause. The honey taste is sweet, but the underlying IPA bitterness really adds to the overall complexity. There's a series of events for your taste buds to experience with this one. This year's price was around $20.00 a 6 pack. I'm not a wealthy man, but I bought 8 where and when I could find them. It's worth a trip to their brewery, as well. They have several world class beers, and I don't see them slowing down. If you're truly a beer "snob", this one will put you on the edge of your seat! Enjoy!!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 A - White airy head, light amber/orange and murky with active bubbles.    S - Grapefruit, floral notes, passion fruit.    T- Mostly sweet fruits at front with grapefruit and pine. Then turns bitter, but not to an extreme. Bitter aftertaste lingers.    M - Thick, minimal burn, some mouth-coating.    O - Really good DIPA. Reminds me of 90 minute and Chillwave, but a bit more bitter on the tail end.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 Pours a very nice honey color. With a little bit of head that fades rather quickly.     Nose: very citrusey smell upfront followed by a strong boozy afterwards. Some pine in there as well    Taste:nice citrus flavor with a little bit of the booziness coming through. Very strong flavors upfront that stay even after you have drank the beer.    Overall, a pretty good beer with a nice citrus flavor that is expected from a double IPA. Though the booziness was a little strong towards the middle of the beer. Would recommend for future consumption.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Revisited 01-22-19    Unique can data: 23950 PKGD 17:32 011419 001375    Original ratings: 4.0 3.5 4.0 3.75 3.75    This year's version still looks awesome, the head especially is dense and sticky. Powerful hop aroma; plenty of fruit aromas: pineapple, pear, strawberries. The taste follows along the lines of the aroma with sweet fruit flavors; a noticeable alcohol presence that blends well with the fruit sweetness and hop bitterness. Heavy body with a soft, velvety quality; boozy warmth sitting beneath some fine residual sugars; an extraordinary blend of sweet and dry on the palate.    This is a vast improvement from my first experience in 2017. Damn, but this is a fine monster...    -------------------------------------------------    Unique can data: 17142 PKGD 13:50 012317 130655    Beautiful deep gold color; thick, sculpted, sticky head. Earthy scent; some old citrus rind and pine elements; some malt sweetness buried deep. Cereal grain malts with a big hop bitterness; faint esters. Heavy body; some mild coarseness to add bite to the feel; mostly dry finish.    So, a little old perhaps for an IPA...thought I had reviewed this a few weeks earlier, but apparently that review got lost in the ether...this is a pretty good IPA overall, it's just too bad that I chanced upon this lone six pack only a few weeks prior in late March (sitting atop numerous sixes of Bell's Expedition Stout). I would hope that a fresher version would deliver more of the aroma and taste that others in previous reviews have raved about. As I recall, my initial (lost) impressions and review were similar to this one. Well, sometimes you takes what you can gets...   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Liked the second one better than the first, great hoppy flavor and the honey is just right. Nice Aroma and mouth feel. The Hoppiness is hidden some by the honey but the overall taste is great.   
look: 3 | smell: 2 | taste: 2.75 | feel: 1.75 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 3.25 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 This is my first time trying hopslam, and it didnt disappoint. The look is a slightly hazy pee yellow (yeah I went there) with not much head or lacing.  The smell is hops sweetness and booze.  The taste follows the character of the smell. Big juicy hops, sweetness from the honey and just enough heat to know you're drinking a double. Very addictive.  Mouthfeel is fine. Not too thin, but just thin enough to be somewhat refreshing.  Overall one of the better dipas I've tried. I think I'd put double crooked tree from dark horse slightly above it, but this comes in a close second. Give it a shot, its worth it.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 First had poured from 12-oz. can, stamped on bottom, "PKGD . . . __/12/17," gift from friend, into tulip. Not fond of honey in beer, and always a bit doubtful of Simcoe, but the odd elements of this beer add up to a sweet but highly drinkable big DIPA.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 I thought this one was absolutely delightful and not as much of a hop bomb as I thought and loved the fact that it was in cans and a 6 pack at that. The smell and flavor of this beer were absolutely delightful and a little more than ordinary. If I did have a complaint about this one was the flavor was great but nothing world class like I thought it would be but other than that I thought it went down smooth and relaxed and was easily 94/100 for me.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 I'd say something about the color, but as I poured from can to glass my eyes immediately crossed. The aromatics on this beer are remarkable. Nice DIPA here, pushing all the right buttons on the taste and smell. Slightly honeyed citrus and highly sessionable. Great dry/rounded finish.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
