look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.5 Very nice amber color with a decent, one finger orange-y head. Nose of vanilla, malty sweetness and slight woody smoke. Similar taste with a surprisingly low alcohol presence despite the 10% abv. Balanced hops and malt flavors with citrus and vanilla. Dangerously easy to drink.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 2013 vintage poured into a snifter  Very thin head dissipated quickly. Deep murky golden color. Smells of malty roasted sweetness with a touch of hoppy brightness. Taste very smooth, semi sweet with almost no noticeable alcohol heat. Can taste a bit of wood. Overall very good beer, definately improved with age.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Best Beer I've had in a Long Time. 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 Big vanilla and soft citrus notes on the nose. Elegant, woody, sunset-tinged brown color. Middling effervescence, but it doesn't need it. Oaky, tannic bite predominates the edges; vanilla, orange-blossom, honeysuckle, molasses, and candied malt comprise the heart; a velvety, white-chocolate hinting finish hangs around, but doesn't seem uninvited. The English Old Ale is the overriding melody, but there's a subtle hopped counterpoint that adds thyme-based herbal and chewy pine-nettle notes, as well as informing the *very* subtle lemon-juice touches on the nose, the mid-palate, and the (super) late linger.    Boom. What ho. Great big-ass beer.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4.25 One of those rare beers that defines easy classification or description. Pours a mostly clear light brown and only a bit of head. First smell is wood and raisons. Lots of wood and raisons. Beyond that, it's hard to say. Earthy, gritty, savory in a way that perhaps a chili with some smokiness is savory. Tastes like a meal that you'd piece together on a camping trip with spare food items in a log cabin. A hint bitter on the end but not like any IPA I've ever had. Actually, it's more similar to a rich, dark nut brown ale, only not as dark either. Worth trying just because this is one of Dogfish's better crazy experiments, and it's delicious in a rather sophisticated, esoteric way.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 I wouldn't call this beer double IPA. Really comlex flavor. Some sourness. Would definitely drink again. 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 3.5 Bottled on 3/20/15 at 41 degrees into shaker  Aroma weak – a little fruity   Head large (Six cm, aggressive pour), off white, creamy with rocks, slowly diminishing to 2.5 mm ring and layer  Lacing complete creamy ring with rocks  Body medium orange, clear  Flavor – kind of lagerish – unremarkable; no alcohol, no diacetyl; re-evaluate at one year  Palate medium, creamy, soft carbonation    Appearance 4.25, Aroma 3, Flavor 3, Palate 4, Overall 3.5. Rating 3.28    Edit 1/6/17 - same batch  This time served in a hand washed and dried JK snifter  Aroma has some oakiness which I didn't notice before  Flavor of alcohol and oak, while subdued, are noticeable this time around.  Appearance and palate remain unchanged but aroma and flavor both get kicked up to 3.25.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Bottle from Berts Growler Garage. Citrus lemony aroma, light amber body, small soapy head. Citrus follows into the flavor, sweet with minor sour elements, some tanginess. Malt profile comes forward, not hoppy at all. ABV hides in the background, becomes evident here and there. Interesting take on the IIPA style.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.5 Look: Nice deep amber that has some gold to it when held to the light.    Smell: Mostly caramelized malts but a good amount of hops as well that are quite piney and tropical at the same time.    Taste: Robust and satisfying, this beer almost reminds me of a black IPA. It has a plethora of caramely malts and fruity hops. Extremely complex.    Feel: Full bodied and lingering coating of bitterness that is also sweet. There is a vanilla lingering as well from the barrel aging.     Overall: Super satisfying and well-brewed. Very enjoyable.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Revisited 4/26/18    A-Pours a very nice amber copper color with a slight head and lacing  A-Aroma has woody citrus and hoppy hints  T-Taste follows the nose with a generous woody citrus and hoppy distinctive flavor  M-A medium bodied well carbonated beer  O-A very delicately balanced complex character beer    I had this beer on tap quite a few times at the Dogfish Head brewery in Milton, Delaware. This great beer has a delicious taste and packs a punch! Highly recommended!   
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Pours a translucent amber color with over an inch of off-white froth with good retention. Aroma smells of citric hops with hints of bread and caramel.    Bold taste features grapefruit, pine resin, bread, caramel, and a hint of vanilla. There’s also a peppery bite that adds a little extra zing. There really isn’t much transitioning, as the taste holds its form front to back. The influence of the barrel is modest but emerges more as the beer warms, as does the alcohol. Medium body and fine carbonation make for a velvety mouthfeel that is quite nice.    Overall, this is a full-flavored IPA with enough sweetness to contend with the hops. I’m still not convinced that IPAs lend themselves well to barrel aging, but this is good regardless.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4 | overall: 4.5 This Is A Great Summer IPA 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 DogFish Head Burton Baton.    Ahhh yesssss good ole DFH, where the only let downs come out of their highest rated brews and those considered high average are often world class. These guys usually do not steer me wrong, so I shall soon find out whether the risk was worth thr reward for this $6 12oz.    Look - Pours a moderate amber with a fusion of copper with a two finger slightly off white head. Cannot yet speak on its retention. Carbonation appears to be on medium with this brew. Head ends up retaining pretty well but lacing really isn't there. 4.5.    Smell - High strung malts lead off the nose with a big hit of earth and a certain though tame oak presence. Smells like squeezing the Earts juices straight from the dirt. 4.    Taste - Hugely earthy. I mean, you can taste the grass, the trees, the tree sap, and all the flowers in between. Malts are a large player and dominate the flavor with the hops and earthiness coming in throughout. This really is a complex flavor profile and distinguishing between the two mentioned is quite a difficult process. The hop bitterness is present with a driving juicyness that reminds you this is in fact an IPA. This is a big beer, and I suggest small drinks to truly appreciate the taste without getting an overdose of oak that will consume the rest. Where is the 10% alcohol in this guy? Not even a tinge is present. 4.    Feel - Medium although thick and creamy bodied with a moderate amount of carbonation. That oak flavor lingers around on the tongue and reminds you to take things slowly as only high ABV brews get brewed with it. Not a touch of alcohol for 10%. 4.25.    Overall - Well, not entirely sure it was worth the price tag. But, this is a massive beer, adequately suited for a ' black day ' ( IE a day where life is simply too much and drunky land sounds like a nice place before you call to the noose) . Overall, if you like oaked beers you will fall in love with it. Otherwise, due to price, I'd say avoid. 4.    ADVOCATES WARNING : NOT A BEGINNERS BEER. NOT EVEN AN ADEPT NOR JOURNEYMANS BEER. EXERIENCED CRAFT DRINKERS ONLY BEYOND THIS POINT.    Heh, kidding new guys. Enjoy as you may, just don't vomit it up all over your über kühl hipster tank top after a chug off on a night of Stella Artshitbeer.   
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 A 12oz bottle with a bottled on date of 4.16.15    L - Bronze, with 1 finger of head and tons of sticky lace left all over the glass. Impressive    S - Big hoppy nose. Nice blend of citrus and piney notes.     T - Big citrus but well balanced with bitterness. Damn tasty! The oak aging on wood adds an awesome flavor.    F - Creamy body, oily. Perfect.    O - A delicious DIPA. It does not get much better than this.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 2011 vintage. Still had some nice flavors, oak comes through 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Not sure what style to rate against, given that this is an interesting blending experiment of an IPA plus an old ale, but here we go. Quite a pretty coppery amber color, with minimal cream-colored foam that doesn't cover the entire surface but extends a bit beyond the rim after pouring a year-old bottle (08/05/14, reviewed 07/25/15).     Overall, the addition of the old ale and aging on oak puts this into that confusing category of DIPAs that can easily be confused with American barleywines. Mild piney, resinous hop character on the nose along with vanilla, oak, orange, and brown sugar. Drinks much the same, but adds some malt and caramel; hops are less prominent after a year in the bottle, which I personally appreciate here. To its detriment, the beer is less complex than a number of other old ales, despite its heritage as a blend. That said, it's very approachable and a great example of a year-round, obtainable beer that's good for cellaring.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3 | feel: 3.75 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Poured into an imperial pint glass at ~50F. Burnt orange amber and 3 fingers of creamy off white head that dwindles to a rich and creamy half finger cap. Lacing covers roughly half of the whole glass above the beer. It has a kind of glossy look about it... really nice, high quality stuff.     Smell is kind of quiet, but I get mainly vanilla and caramel candy and a hint of damp, dank citrus hoppiness.    Taste is creamy burnt caramel that turns into hoppy bitter over ripe dark citrus. Very unique flavors shine easily yet are blended extremely well. Definitely has epic depth and character from the aging.    Mouth feel is smooth, viscous, silky, and full bodied, with 10% ABV hidden deep down in there very tactfully... Very well done.    Overall I wish I had an endless supply of this stuff, but at $16 a four pack, it will have to be a go-to for special occasions only. This is probably my favorite brew from Dogfish Head.   
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 L: Amber/orange color  S: Some vanilla and oak  T: Definite oak ones, some vanilla and malt, hop bitterness on the finish   F: Silky Smooth east drinking for a big ABV beer  O: Highly recommend this   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 I picked up this four-pack already chilled at the local store and I am glad that I did. Even though it is a bit pricey, it is definitely worth it. It has an even 10% ABV and about 70 IBUs. Let’s see what we got here.    Look-It pours a mild auburn color with a yellow tinge in the right light; medium clarity and plentiful carbonation. The head is full bodied and foamy and lingers all the way down leaving a very fine and delicate lacing on the glass. Very nice!    Smell-It smells of vanilla and citrus!    Taste-The taste is rich and deep. It is so refreshing, because the vanilla notes play on the tongue for a long time while the flavors of citrus, candied cherries, oak, and then it gives way to a hoppiness that sing high notes above the mild sweetness. It isn’t too sweet at all and what’s more is that the listed flavors interact with one another so well. They even form sort of a candied yam flavor like your favorite dish from Thanksgiving! It isn’t a palate wrecker, but the hops are definitely present and delicious. The alcohol is strong, but not overpowering. I definitely taste the two different blends that the brewer boasts. Excellent beer!    Mouthfeel-This is a very silky smooth beer where even the plentiful carbonation does not contribute in an overwhelming manner. The carbonation manifests itself as a sort of afterthought that is gentle and smooth complimenting the bite from the hops and alcohol, I think you’ll agree that this is a great beer!    Overall-I am definitely pleased with this variety. I think that everyone should try it as long as it is served chilled and poured into a nice glass you will get the full experience. What’s really cool about this beer is the brewers threaded two beers together and then aged them in an oak barrel. They brew and English-style old ale and an imperial IPA and then thread them together and then let them sit in oaky barrels; absolutely delicious and so drinkable. It drinks like a 7-8% ABV so tread carefully! Cheers!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 One of my favorites from DFH. Smells of vanilla, hops and a bit of booze. Taste is amazing - vanilla, and a solid malt base, the finish is citrus hops with a touch of booze. Smooth and creamy feel - let it warm up a bit to truly enjoy it. DFH makes three of my favorite "sippers", this, the 120, and Palo Santo.   
look: 3 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 Average pour, pleasant aroma. A musky first sip, goes down pleasantly and packs a deceptive punch. Wouldn't drink more than 1 or 2. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Nice blend of the two styles, with the citric tang and hop bite nicely complemented by the oak vanilla and malt smoothness. The alcohol heat is present but never gets in the way. This is a stellar offering from a stellar brewery.   
look: 3 | smell: 4.5 | taste: 2.5 | feel: 3 | overall: 2.75 Not a bad beer. Probably not getting it again.    The smell is good.    Taste is not bitter at all which I do like in my ipas.    Thing is, the taste just does not wow me.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Very solid, hint of oak, easy drink, thin tan head, dark tan, low carbonation, pinny with some citrus...... very solid ipa 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 The pour is a gift from the Heavens. Starts off with a thickish, murky copper color that brings about a cascading head. The head is really thick and foamy and retains for a good while. Eventually the head drops, but only slightly, from the sides leaving an amazingly thick lace stuck to the glass.    Really on I picked up the Pacific a northwest hops but after letting the beer sit for a minute, the PNW scents are gone replaced by oak, vanilla, and caramel. There's a splash of Barleywine in the nose.     This isn't a standard issue double IPA. Piney notes abound, but the oak aging has transformed this beer into a style almost all it's own. A very Earthy flavor dominates with the high alcohol content bringing about a sprit like quality.     Bitterness dominates, but there is a drinkability to it as it's not a palate wrecker. It's thick and full bodied, and fairly manly. It goes down pretty easy despite an aggressive alcohol kick, but it shits off at the swallow, never coating the tongue or holding it hostage.    I don't care much for the brewery but I consider this one of their best offerings. Not so much a go-to beer as it is a change of lace from the usual stuff.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Deep amber color, sweet grapefruit on the nose, a little less on the tongue, a bit tart on the back end, booze invisible. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 This is my favorite beer to date. I have been into craft IPA's now for about 3 years now and I love this beer. 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 You can not deny this is one fantastic Imperial IPA. 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4.25 Almost an auburn color with off white head, not too think. Oak on the nose for sure. Oak up front on the mouth with a sweet smooth finish. Not big on wood aged beers but this could be a game changer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Poured into a pint glass. A clear copper-brown color with a frothy tan head. Decent staying power and the foam left some nice tracks. The nose brought a nice mix of floral, citrus, earthy, woody, and malty aromas. The flavors lined up this was as well - a fun balance of a big hoppy beer with the best aspects of an Old Ale, all with some wood tones.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3 Not a very well balanced. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Appearance - 4/5  Medium red-orange-brown, with many fingers of light tan head. Moderately hazy.    Smell - 4/5  Oak, sweet barley malts, faint hops    Taste - 4.25/5  Oaky, sweet barley malts, a sweet floral hopiness    Mouthfeel - 4.25/5  Medium bodied, medium-high amount of medium-light intensity carbonation. Quite crisp.    Overall - 4.25/5  This was a delicious IPA   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Appearance: lighter color than I expected; cloudy orangish/amber with small head; decent lacing.    Smell: malty sweet with big grapefruit hop aroma; took a while to pick up the oak, but maybe only because I know it's there. The hops dominate the aroma for me.    Taste: good bit of sweet malt and totally dominated by the hops; I don't pick up the oak or the vanilla, but I do get the lingering oak tannins. Not bad; well balanced    Mouthfeel: creamy    Remarks: pretty good, but American IPAs aren't my favorite style; not something I'd likely buy again.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Like many of us drinking a variety of American craft beers I'm suffering from a bit of IPA overkill. This beer could bring me back to the style, the barreling brought it a complexity that made it really interesting.   
look: 3 | smell: 3.75 | taste: 4.25 | feel: 5 | overall: 3.25 $3.99/bottle at Total Wine Tampa. Pours a super creamy head. Tastes of bitter orange. Oak gives it a smooth, creaminess- almost like a nitro. Alcohol, hop bitterness, and oak flavors meld together in the finish. Very unique, classy IPA. I would not mind having this again, especially with that abv, but wouldn't go out of my way, as the "dank-creamsicle" flavor is a tad off-putting.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 I'm not the biggest ipa fan but I found this to absolutely outstanding. The oak aging cuts down on the hop assault making this very smooth and drinkable. At 10% you can get into trouble real quick.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 On tap at the Fairfax DFH.    Appearance - served in a snifter with 1/2" head - moderate lacing on the glass.    Smell - earthiness, sweetness, spice; very intricate/interlaced aromas.    Taste - fantastic! As complex as the smell, the taste is none other than classic IIPA. Perfect balance of bitter hops and sweet malt; nothing overpowers. At 10% a.b.v, I figured I'd be feeling the burn, but this was as smooth as they come.    Mouthfeel - medium. Coats the tongue well.    Drinkability - with the high a.b.v, I could only drink a couple, but I would be very happy doing it.     Thanks DFH!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Quality IIPA. Full mouthfeel. Bitter finish. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 Other than an unusual smell, this beer exceeded what I expected. I would love to try the DIPA that the English old ale was mixed with to create this. Even with the mixture the American hops shine through and provide a great assertive bitterness and the oak aging smooths out the higher than average abv to be almost unnoticeable. Very good, unique take on the American DIPA.   
look: 3.75 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 3.5 12oz bottle poured into a shaker. The aroma is bold, rich, and malty with caramel notes, sweet sugary citrus, and a moderate burnt wood joining late. The beer is effervescent and viscous with a hazy.murky caramel orange hue, and a slightly off white, dense foam head that has good lace and retention. The full bodied beer strikes a nice balance at medium-high levels of bittersweet. The texture is viscous with a zippy carbonation and flavored with notes of wood, caramel, spice, and a light citrus that spikes at the finish as a tangerine with some spice as well as a nyquil hint. The aftertaste is big and bold with burnt bread, marmalade, and a clean spice that mellows quickly but it still has a moderate strength and length.   
look: 4 | smell: 3 | taste: 4.75 | feel: 4.5 | overall: 4.5 Fermented in the open air. Rich taste. 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Really unique and tasty brew. 
look: 4 | smell: 4 | taste: 3 | feel: 4 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 I hate this new rating system 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3 | taste: 4.5 | feel: 5 | overall: 4.5 From a bottle into a snifter.     Pour is amber in color with 1/2 finger of thin white head and no lace on the glass. Lots if carbonation     Smell is fruit and a touch of booze. Very faint. Defiantly the weakest feature of this great beer.     Taste is bitter hops with apricot. Malts offer lots of balance and plenty of bitterness. Oak, citrus, vanilla! My oh my so much complexity.     Feel is very nice. Coats the palate well and taste last for a while. Little booze for such a high abv. Another smash hit frommDFH   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 Excellent aged IPA, there is very slight note of alcohol for something that is 10% abv 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Dark amber in appearance with a fluffy, pillowy head. Very little "floaties" in the glass.   Aromas of fruit, mild pine and oak.   Nice malty backbone to start things off. Very bitter! (yummy) fruit taste blended with piney goodness. Mild oak taste poking around toward the end.   Buttery, crisp, bubbly and deceptively smooth. Goes down very easy. (be careful)   Delicious! No other way to describe it other than that. One of the best double IPAs. Nuff said!   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
