look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 A 22oz bottle of bourbon barrel aged stout dated 12/18/18. Slick oily black appearance with a thin veneer of brown head. Mild aroma of sour mash. Flavor is all about that bourbon barrel, boozy with vanilla and oak. Stout flavors are clearly an afterthought here. Roasted barley provides the color, like a porter, but roasty and toasty flavors hardly make an appearance. Though boozy, it doesn't burn, and at 11% this could prove quite dangerous (I'd have guessed around 8.5%-9%). BBA imperial stout is BBA imperial stout... but this one doesn't impress.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 Pours oily black....smell is intoxicating: Bourbon, oak, vanilla, cloves, coconut, and specialty grain blissfully hit your noise.     Tastes of the same smells that reward your taste buds with a smooth bourbon treat. Slow alcohol heat so infused with the oak that you really enjoy it, leaving you wanting more. Probably this beers only weakness.  Finish is rewarding with a vanilla malty  bourbon after glow.    really really good...treat yourself.   
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.5 Poured from a glass into a standard shaker pint glass.    L: Pours a beautiful midnight black with only a hint of brown when held in the light. Minimal head--the same as most other porters--with a bit of lingering lace.    S: Overwhelmingly bourbon, but not too much. There is actually more bourbon on the nose than on the tongue. Bittersweet chocolates, too.    T: Wonderful taste--but probably the weakest point of this otherwise incredible beer. A hint of bourbon, but not as much as I expected. Sweet, creamy vanilla finish, but I also got a strange metallic-y taste in the first couple of swallows.    F: Full body with a pleasant, lingering aftertaste. Not as heavy as I prefer my stouts and porters to be--a little syrupy.     O: This just became one of my favorite beers (although my wallet whined a little). But the 11% ABV ensures that I won't be drinking many in one session. Well done, New Holland! Well done!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 A- black color, thin head dissipates very quickly, almost instantly  S- bourbon, toasted malt  T- bourbon, chocolate mostly  M- full bodied but not as thick as I would have liked. It's still pretty good but it could be thicker.  D- Pretty good. I think I would drink it again.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 This imperial stout lives up to its name, at 11 percent alcohol content it's a real kicker. The taste is a bit stringent, especially for a stout. Hints of nut and vanilla, with a truly knock-down coffee flavor and cocoa. Not too charred, and surprisingly smooth on the nose. This beer is one wild ride.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours extremely dark brown with a small-to-medium head that has good retention and leaves spotty lace. Nose is a bit like booze-soaked cake with cocoa, but is a bit light for what's expected. Taste is about the same...also a bit light (for an 11% ba stout) with some rough edges in the finish. Mouthfeel is a bit thin (again for an 11% ba stout). Overall, a reasonable beer for the price and being ba, but a bit disappointing.   
look: 4.5 | smell: 4 | taste: 2.5 | feel: 3.25 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Well, this certainly is a cool stout. It's pretty damn boozy. It works.    This opens to a black, slightly fizzy, nice looking drink. The aroma is all boozy and malty.    The taste is a huge malt and hops and boozy bomb, with the booze taste definitely enhanced by the bourbon barrel taste.    The aftertaste is sweet and alcohol related. This is highly recommended if you were looking to have a very strong boozy experience.   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3 | taste: 3.75 | feel: 2.75 | overall: 3.75 L: Jet black with a bright white foamy head.    S: Very strong bourbon aroma with a bit of toasted malt behind it.     T: Sweet and boozy. Roasty. Good but not a lot else going on.     F: A bit light and effervescent for a BB stout.     O: I liked it. It's far from the best but very solid.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Black, with brown hues. A thin, frothy khaki head. Nice lacing.     Smell: chocolate (like a mixture of cocoa truffles and fruit-filled chocolate); cream; sweet indistinguishable savory fruit; bourbonesque sweetness; alcohol; and oak.    Flavor: pleasant sweetness all the way through; cream; alcohol; whiskey flavor (I guess bourbon); roasted malt; oak; a chocolaty aftertaste. Bitterness is minimal.     Mouthfeel: medium-to-heavy, syrupy; lightly and pleasantly carbonated.     Finish: slick, syrupy, savory.     This is, overall, one of the best beers money can buy, in my humble opinion. If you have access to it, I highly suggest you give it a try.   
look: 3.75 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 dark brown, nice looking brew. nose is pretty weak, touch of chocolate, roastyness, and maybe a hint of vanilla, but mainly getting a harsh alcohol scent as well as an offputing aroma that i cant really describe. taste is okay but only marginally better than nose - theres something unpleasant about it that i cant put into words, but its not something ive experienced in an imperial stout before. not much in terms of bourbon notes, but definitely boozy in a rubbing alcohol kind of way. honestly its not a terrible beer but i would recommend skipping it... drinking bourbon aged imperial stouts that are mediocre just isnt worth it.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 L-The beer pours a dark black with a mocha 2 finger head. Lacing is excellent and the head recedes to a thin film.  S- The bourbon is extremely strong on this one. There is some dark chocolate behind all the bourbon, but it is certainly playing second fiddle here.  T-The bourbon isn't quite as dominant here as it is in the nose. Because of this you get a little more chocolate than the nose. Still not overly complex. Almost no hop bitterness here. Really quite warm in terms of alchohol.  F- Despite the large head and prominent lacing the beer is thinner than I would have expected.   O- While not overtly bad, there are many other better bourbon barrel stouts out there. I probably would not buy this again given other choices.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5    Look: A rich deep black body and there's a small head to it.    Smell: I get a smell of chocolate, some coffee and a hint of bourbon.    Taste: Exactly like the smell, but I can taste more of the bourbon then I can smell of it.    Feeling: Little bubbling, smooth drink and a nice kick to it.    Overall: A highly rated beverage in my opinion!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 Bottled 7/30/16.     Starts off a pour of chestnut brown developing into a deep, dark chocolate color. Head is 1 finger in the snifter and mocha colored.     Aromas from the bottle weigh heavily on chocolate and bourbon barrel; agitation in the snifter yields fusel alcohol, peanut butter-chocolate, dark fruits, and light grain. Mostly distilled alcohol though.    I'm not really picking out a focal point here in the flavor; I'm just getting a lot of stouty flavors like anise, dark chocolate, fermented prunes, candy bar, fusel alcohol, and hot bourbon. Dragon's Milk is tasting like a stouty mess so far, with no real focus.    The feel is much lighter than expected, somewhat watery, definitely missing the boozey hotness of other BBA stouts.     Overall, I'm super happy that I only spent $3.69 on ONE of these, and not $8 on a big one, or $14 on a four pack. This is easily one of the poorest BBA stouts I've had. Is it drinkable, yes. Is it memorable, not really!   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours an oily black from a 12 oz bottle. Head is 1/2 inch and tan, disappears quickly. Smell is roasted malt and vanilla. Taste is distinctly forward with a roasted dark chocolate and licorice, finishing with mild bourbon. Pleasantly sweet. Beer is thick and creamy. Full mouthfeel with little carbonation. Alcohol catches up to you pretty fast, so careful with this one!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 2.5 | feel: 2.75 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Superb amount of bourbon Barrel. Not too much, not too little. Although it has a nice feel with some creaminess, it feels just a tad thin. Apart from that, there's nothing to criticize. Very well done.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 I am rating this beer very high despite my dislike for bourbon. While I would not buy this beer for myself again, it is a very good dark and bourbon ale. It does have a pretty good kick of alcohol flavor at the end, but it is a smooth and sweet beer. I would highly recommend it to anyone who enjoys bourbon and/or dark beers.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Second best beer in this category behind Goose Island BCBS. But it is readily available and is $15 for a 4-pack of 12 oz bottles. 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Bottled 5/4/16.    Dragon's Milk is a nearly black stout with a very thin layer of head that settles to nothing.    Aroma is boozy and malty with bourbony peat.    Flavor is sweet up front with chocolate malts. The bourbon comes through from idle to end but it's balanced and doesn't overwhelm the flavor of the beer.    Mouthfeel is full bodied and low in carbonation. Alcohol is fairly well hidden for an 11%abv.    Overall a good imperial stout with well judged bourbon character.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Definitely tasted the bourbon and the coffee. Not sure about the chocolate. Overall I liked this beer a lot. Very flavorful. I'd seek it out again in the future.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Pours a stunning solid black that could deflect laser beams. The three finger tan head sinks to just a wee rim.     The aroma is bready and sweet with molasses and Snicker bar. In the background I pick up a coffee wiff that reminds me of drinking a black Russian.     The flavor is astounding with all of the above aroma notes mixed with a hint of vanilla and licorice.     The mouthfeel is smooth with little carbonation.     Overall I couldn't be more satisfied.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 22oz bottle - thanks to my houseguest Chris for schlepping this one back from Michigan, via Seattle, wink, wink, nudge, nudge.    This beer pours a solid black, with three fingers of puffy, finely foamy, and somewhat creamy brown head, which leaves some frothing ocean swell lace around the glass as it swiftly sinks away.    It smells of bready and doughy caramel malt, grainy toffee/treacle, bittersweet chocolate, earthy anise, surprisingly subtle barrel notes (wet wood, rye booze, and understated vanilla), and a mixed dark orchard fruitiness. The taste is big cocoa-forward caramel/toffee malt, cafe-au-lait, black licorice liqueur, a still subdued Bourbon barrel character - vanilla pods, acrid staves, and a lesser rye graininess - reduced brown sugar, marshmallows, and more blended black fruit (cherries, bruised apple, and plums).    The bubbles are pretty laid-back in their hard to fathom at times frothiness, the body a solid medium-heavy weight, and mostly smooth, that mild Kentucky barrel essence maybe keeping things just beyond the ideal. It finishes bordering on sweet, the caramel, toasty vanilla, cocoa, and yeah, booze, keepin' 'er tight.    Overall, a decent Imperial milk stout, as it were, the barrel treatment underwhelming at best (ok, the vanilla character surely comes through), and easy enough to drink, especially given the 22-proof booze. I've never seen Game of Thrones, so I'll suggest that this is best imbibed whilst watching some vintage Lord of the Rings.   
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 l- Black as it should be  s- not quite enough roasted and coffee aroma, a little too much boozy bourbon  t-strong coffee and other roasty goodness. Booze hits at the end and then vanilla and roasted sweet malt finish  f- creamy and full-bodied   o- as good as it gets for a readily available imperial stout.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 Had this from the bottle in its natural environment.  For a year round shelfy I was impressed. Legit bourbon nose, a bit of boozy burn (less booze and less body than BCBS), some roast and cocoa. Very little of the advertised vanilla.   Pleasant back up option when in the Midwest and the rest of the bar menu bores you. Makes me kinda wish we had it down south too.   
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A delicious and unique brew that has significant notes of chocolate and coffee. The smell is equally as inviting as the taste. Beautifully dark with a creamy tan 1 inch head. Nice carbonation with some weight to the beer without being syrupy. Would definitely drink again.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 2.75 | overall: 3.25 Dark, near black brew with a reddish case. Not much head but foam swirls up when you slosh the glass for another sip. The first sip is the best, when the Bourbon aromatics rise on the fume of alcohol.    Hugely alcohol tasting. It tastes like a whiskey drink with a splash of stout. Medium body. Some malty sweetness but it's quite acidic.    An interesting variation on the Bourbon Barrel theme, but I would never drink this one again. Just about too hot to drink, but very slow sipping preserves the tonsils while taking tread off the dental enamel. From the 22 oz bottle purchased at Bine & Vine in San Diego.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Appearance: Pitch black with a wee bit of deep tan lace.     Aroma: Whiskey, cocoa. Already this one seems strong with sweet vanilla and oak barrel apparent.    Taste: Big and heavy, with tons of vanilla and wood tones alongside chocolate and a coffee, as well. Finishes really warm and boozy. Delicious and one to savor and sip.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Dark brown color with tan head. Aroma starts with dark malts and bourbon sweetness, some dried fruits like dates, a bit of brown sugar and a hint of caramel. Taste is really well balanced. There is caramel and some bourbon at first giving a bit of sweetness but the finish is more roasty and bitter with a bittersweet caramel and bourbon aftertaste. Body is on the heavy side but not really as thick as other BBA imperial stouts. Overall I think it's a really good "beginner" barrel aged stout. Easy to get but well made and tasty.   
look: 4.25 | smell: 3.25 | taste: 4.5 | feel: 5 | overall: 4.25 This bottle says Dragon's Milk Bourbon Barrel Aged Stout at 11% ABV. I checked their website I think the beer has changed from the old 10% ABV in Oak barrels. Not sure though.     L: Black beer with a half a finger of a tan head  S: Vanilla, slight bourbon, and roasted malt  T: Bourbon is bigger on the taste. Very nice bourbon notes. Vanilla, Chocolate, Roasty malts, hint of alcohol  F: Chewy thick good brew  O: Been a long time since I've had anything from New Holland. Glad I picked this up. Great beer.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Finish is very chocolate-y! 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Dragon's Milk | New Holland Brewing Company. Bottled on 10/22/15. Poured from the bottle into a snifter, the head is two fingers thick accompanied by a nice tan/khaki hue, with lateral lacing, and an extreme dark brown /black body.    I smell a pleasant, "do-able" amount of the bourbon notes upfront that morph into a roasted malt metropolis laden with structures of coffee, chocolate, toffee, and dark fruits like plums, raisins, and figs.    Tastes like a smooth, subtle bourbon note backed up with a very delicious chocolate, vanilla, and coffee. Yes indeed, that bourbon is not booze bombing the rest of this beer' other elements. I'm almost leaning in the direction that it's almost got an "Irish coffee" thing going on here as well. Interesting...    The mouthfeel here is heavier with mild carboation. I rated this so high due to a virtually unnoticeable alcohol warmth combined with the bourbon notes' masterful use restraint to allow the other complexities stand out and be noticed.     Overall, I'll give Dragon's Milk | New Holland Brewing Company a 4.75. I really wish more BBA stouts would have this near-perfect (still have to find my "5er") amount concerning the use of the bourbon flavoring.   
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 I'm sold.  Deep dark, almost purple, black body floating 1 in. tan head.  Inviting cocoa aromas with stone fruit. The flavor shares chocolate and stone fruit with a pleasing alcohol note. High abv, but very little heat. Nice.  Medium to heavy mouthfeel is perfect for the style.  I'll have another, please...and then probably a ride home.   
look: 3.75 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4 Aggressive pour yielded a tan two-finger head and jet-black body. Smells of dark, smoky, and chocolate malts. Very smooth, and tastes of chocolate, vanilla and oak with heavy bourbon notes. Feels creamy and smooth, with a significant amount of alcohol warmth.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 Jet black color with no head. Nose is bourbon strong with a little vanilla and wood. Taste is dulled but very subtle bourbon flavors, notes of vanilla and even a bit of cocoa. Oak lingers at the end. Finish very clean but lingers on the palate. This is a great barrel aged stout. Although KBS is the king this is a nice substitute for those who can't get it. Would buy again to quench my KBS thirst.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 12 oz bottle. Pours black, thin tan head fades to a ring, little lace. Aroma of bourbon and wood, a little vanilla. Taste is also full of bourbon and oak, roasty chocolate as well but the oak barrel dominates. Very dry finish with some vanilla coming out in the end. Mouthfeel a little thin for a stout, oily. Overall decent BA stout.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 I absolutely love this beer! It is deep, dark and thick head. The touch of bourbon, grains and alcohol whip up an enticing aroma as you dive in for a taste. It's very drinkable with high ABV, yet smooth like milk!   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Serving Type: Bottle (2015 Vintage)  Consumed: 6.7.16    A: 4.5 Pours a very, very dark brown, almost black with a little red around the edges. The one-inch tan head is nice and thick, with good retention and lacing.    S: 4 Aromas are nice with mild bourbon, vanilla, molasses roasted malt, and chocolate. The barrel seems to add a bit of damp oak, which I’m not really a fan of in BA stouts.    T: 4.25 Really nicely balanced on the flavor. Starts off a bit sweet with molasses, brownies, and vanilla before moving into roasted malt and coffee. A bit of bourbon rounds things out with more vanilla and a little (fortunately less) damp oak from the nose. The finish is slightly bitter, but lingers like quality dark chocolate.    M: 4.25 Body is a little thin for my preferences, but it definitely helps drinkability. Carbonation is very nice.    O: 4.25 For the price and how easy this beer is to get, it may become a staple in my fridge. The aromas aren’t the best, but the balance of the flavors and drinkability make up for it.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours pitch black with a tan head, you can smell the roast and bourbon right away. They specifically mention vanilla on the bottle and I get a ton of that and a lot of bourbon too. That isn't a bad thing though, I found it to be really good and for this to be a year round offering is outstanding. I grabbed a bottle in Georgia because we don't see it here in Florida and if we did, I would buy it very often.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 For me its just another BBS. Nothing ground breaking and after I had some exotic BBS in Vegas this one would be on the low end. Pours dark like midnight while you get those strong hits of the BB. Minimal head when poured due to the heaviness of the stout.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 Bought this beer with intentions of drinking after a midnight shift. The thought was one and done, and enjoy it. This beer did that with its 11% alcohol. The taste is what surprised me, it was good. You could smell chocolate and bourbon when the beer was cracked open. The other reviews were not lying when they said, "you could get drunk off this beer by smelling it." The taste is magnificent. Upfront you get carmel, chocolate, and malt. The finish is boozy like bourbon, but very smooth. It's a pleasant and drinkable high octane beer. I'd drink it again and suggest it in the future. Nice job New Holland.   
look: 4.5 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.75 First tried this one a while ago when New Holland Brewing was a smaller operation and it certainly is not small anymore. This is a unique beer, guaranteed to "put hair on your chest" as they say. It is a talk dark pour - and what you see is what you get. Very bold, rich flavors, with a bourbon flair to it and even that hint of chocolate. The taste hangs around in your mouth - for better in the beginning, for worse in the end.     I can see why a lot of people would be drawn to this beer - gives the all around experience and tries to fit into this niche, however I think it would be middle of the road if stacked up against other similar brews.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 Poured from a 12 OZ bottle into a pint glass. The appearance is a dark, thick, black color with a medium sized tan head. the aroma is cocoa, oak and sweet molasses. The taste has a nice bourbon bite and brings in the cocoa and oak. A really good brew.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Liked this one a lot. Big flavors more malt than hop but that's all right with me. Enjoyed in a glass in the back patio at the Dive Bar with a good friend in Worcester. Couldn't ask for more.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 Dark brown color, pale tan head, moderate lace.    Smell is mild, malty. Chocolate, cocoa. Ovaltine.    Flavor of cream soda, currant, cherry. Too fruity for a stout.    Nice rich mouthfeel. Not overcarbonated.    Finish is good, not intense.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 3 | feel: 2.5 | overall: 3.25 The high rating is a mystery to me unless it's buoyed by brand loyalty. Really it's just mediocre as BB stouts go. I'd describe it as a BBS light. Light body, light on the "scotchy" vanilla, light color at the rim, light on the chocolate, raisin, anise, molasses, and everything else that I like to find in a BBS. Fairly pronounced acidity and roasty bitterness on the finish. That may have been the last bottle I will ever drink.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Love the aroma emanating from this beer. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 3.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 |  overall: 4 
look: 3.5 | smell: 3.25 | taste: 3 | feel: 2.75 | overall: 3 
