look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Allowed to attain a temp of 55 to 60 Degrees. Poured with a thick dark tan head. no light from my 500 lumen E2D Surefire could penetrate the Stout goblet. Pronounced coffee notes, roasted malts. not boozy. Smooth body. Great flavors.   
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 More fruity than I was expecting, but good nonetheless. Here goes:    A: Pitch-black with a huge, slow-to-build, chocolatey head. Leaves a lot of lacing as well. Perfect.    S: Slight scents of charred coffee bean and chocolate give way to a concoction of sweet plum, figs, and raisin. Very complex and sweet. Very little in the way of hops.    T: Follows the nose. Hints of chocolate followed by robust dark fruit. Back of the pallet is pure fruit; there's a lingering taste of licorice, raisin, and plum. Tastes like a Russian Imperial Stout - very similar to Old Raspy.    F: Good.    O: A nice stout. A little overrated, but it's worth the purchase price.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Tastes like a stout should taste. Not too bitter and not too sweet. Chocolate and coffee dominate the palate. This is probably my favorite stout that is easily accessible. This is one lives up to its high rating.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 From the black foil wrapped 750 ml. bottle. Sampled on December 24, 2016.    It pours a dark brown color with a modest, short lasting tan frothy head.    All kinds of aromas including dark sweet malts, coffee grinds, rich malts, fig, plum, char, but a low hop profile. Booze is buried.    Full body and smooth.     This is the kind of stout flavor that other brewers try to emulate. Bold and rich dark malt, dark bread sweetness, dark fruits, vague coffee, wood, slightly smoked, and a mild but easy to handle earthy hop finish. Through and through you would never know this is 12% ABV because the booze is integrated beautifully into this beer. Although my head will feel it later.     I usually have to think carefully about spending $15 on a single bottle of beer but this is worth that.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Not much to add that countless other reviews haven't covered, but from my experience, this is best with about two years of age on it. I've had fresh bottles from multiple batches that were a bit unbalanced, with too much dark-roasted bitterness, but after some time in the bottle, it really smooths out. The coffee is still prominent at that point, but it brings out more earthy nuttiness and subtle dark chocolate notes to balance the bitterness.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.5 Big fan. Jet black in appearance. Sweet almost plum smell. Similar on the mouth with some coffee and a bitter finish. Had always heard good things, now I can vouch.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Nice solid stout. Nice dark color. Has a nice coffee and chocolate taste. Still has a little boozy taste going on. But the booziness is not that bad for such a high ABV.   
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 $9.99 for a 22oz bottle. No ingredients listed per the website. Brewed with ryan brothers coffee. 12% ABV, 70 IBU, OG=1.114    Pours out to an inky black, forming a tall dark tan head with excellent retention and solid sheets of lacing. Carbonation is moderate. Lots of prune juice, soy sauce and black walnut in the nose, with some dark chocolate and mild roast. Mouthfeel is rich, oily and dense with a big body. The taste is a recap of the nose. Prune juice, soy sauce, black walnut, then chocolate, and moderate roast, some vanilla and a little leather in the finish. Earthy moderate bitterness, roast lasting in the finish and a black pepper heat of alcohol. Quite boozy, more than I would anticipate for 12%.    A nice imperial stout, although its a bit hot and boozy for me, with some mild fusels and finishing very dry. I'm not inclined to buy it again.   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 Black with a nice tan foamy head that really laced the glass. I get aromas of chocolate, coffee, dark fruits, and a hint of alcohol. When you drink it you can defiantly taste the alcohol, there is a nice sweetness of chocolate and dark fruits that is followed with the long bitterness of coffee, roasted malts, and hops. The dryness is not overwhelming and the beer is smooth and mouth coating.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 I had low expectations because I've seen this in stores everywhere, but this really is a good beer. Pours with a light brown head that doesn't fade quickly. Smells and tastes barrel aged, although this version wasn't. Felt very well balanced and didn't have any flavors that overwhelmed.   
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 A beer for cold days, dark days, rainy days. And not so bad on a beautiful fall afternoon, music playing, book in hand, the day's work accomplished. It's like going back to the earth where there is a party waiting, thrown in your honor.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 L: Jet black color, two finger brown head, nice lacing, no visible carbonation.    S: Raisins, dark chocolate, sweet coffee.    T: Coffee, dark chocolate, raisins, booze.    F: Medium to full bodied, yet very smooth. Lots of booze but highly drinkable.    O: World-class beer, not question about it. Could have this any day!   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Delicious- sweet and great mouthfeel. Would buy. Had on tap at 512 Bar. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 Wooo! This is making me feel all warm and fuzzy inside. 750ml poured into a snifter, a deep brown with a tan head. At 12% there is a heavy presence of booze on the nose, obviously along with coffee. The taste doesn't nearly have the alcohol taste as it did on the nose. Dark chocolate and a big presence of coffee dominate the taste without taking away from having the malt and original stout flavor. Overall this is very well balanced and one of the best if not the best coffee beers I've had.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Had 2.5 years after bottling, coffee had mellowed significantly and some strong alcohol cane through. Very good, but would like to try newer or other coffee varieties.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 22 ounce bottle poured to wine glass  Sight: Black, light does not go through, brown foam  Smell: fragrant, not boozy even with high alcohol content  Taste: excellent low, bitterness long follow through  Feel: long finish, creamy, good follow through and lingering aftertaste  Overall: excellent beer, repeat: yes, look for: yes   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Look is very dark brown, medium head with a bit of lacing.   Smell is strongly coffee, this will probably be less prominent in the one I'm still aging.  Taste was heavily roasted coffee, yielding to traditional malty stout. Not overly boozy.   Mouthfeel is smooth, not quite as complex as an aged BCBS but very nice.    A very good stout to find if you haven't tried one.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pitch black, Brown head  Aroma: Lots and lots of coffee, burnt malt, bitter chocolate brown sugar.   Taste: oily, coffee, bitter chocolate, little vanilla, little boozy,   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 From a bomber (about a year old) into a Yeti snifter. Pours a deep black with edges of beautiful dark walnut and a thin crown of khaki head that leaves fairly good lacing. Nose has nice layers: toasted and roasted nutty malts, chocolate malts, an edge of bitter roasted coffee/espresso bean, and a little licorice...not a huge nose, but lots to enjoy. Taste brings everything in the nose home, and ups the game...really delicious. I'm also getting a little more dark fruit in there...maybe some dates or figs. There's a lot going on here, and I find that each sip can bring out a different dimension of the profile...I don't find that one feature dominates as ever-present/prior. The power of the alcohol come through for sure, but it isn't really hot. Mouthful is full and creamy and smooth, though for the abv, I wouldn't say it is super heavy. Really great stuff. It has been awhile since I've had a great imp stout, so hard to know how it compares with others, but...this definitely belongs in the conversation.     (With this profile and approach, I can guess how the Vietnamese coffee version might make a lot of really great sense...note to self.)   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 2016 vintage This product is so watered down. Thin dark appearance with some head and carbination. Aroma very mild coffee and chocolate. Taste is also very mild and not what I expected from previous years   
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 2015 bottle. good but not great. coffee notes have faded considerably, leaving only a faint reminiscent roastyness. nice balance of sweet flavors and burnt malts, a slight bitterness present as well. overall definitely good but i dont think its excellent or exceptional in any way, maybe ill need to try it fresh.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 Dark brown with a reddish tinge when held to the light. Topped with a finger of chocolate milk coloured head. Can't see any carbonation, and can't see through it.    Smells of coffee, chocolate, black liquorice, toasted notes, and sweet like tiramisu.    Chocolate, coffee, hints of black liquorice, quite sweet, quite boozy. Sort of freezer like quality that Peche Mortal has. Very similar to Peche Mortal. Sweet with a green bean like quality.    Thick and slightly oily, it has a little, foamy carbonation.    I got this one at Mikkeller Bar, Bangkok tonight. I'm having it at Green View Hotel in Ekkamai 10, Sept 12, 2016. Really impressive beyond my expectation. Really enjoying this brew.l   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Very similar to ten fidy, slightly more boozy and roasty to its detriment for my taste buds, maybe not others. 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 One of those occasions where the hype is justified... This pours opaque black with brown head that fades to a clingy ring. Aroma is vanilla, chocolate and mild roast. No alcohol to be detected. Flavor is similar. Sweet notes of chocolate coat the tongue... I'm so burned out on coffee stouts I was hesitant about this one... but the coffee flavor is mild and delicious in the background. It's so smooth and clean-finishing. I'm going to stock up more bottles in the cellar.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 From tap at Bocktown in Robinson. First day of school date with Leah. 12 oz pour. Definitely high alcohol, but of course... It's an imperial. I like this offering because it isn't too sweet. A very warming offering for a cold winter day... Although this is still summer ;-) Anyway, this is a top notch beer for sure   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 Amazing! Didn't know much about this brewery and went on recommendation from friends. ALL said GET IT! so I did and am glad I did. rich taste, nice soft head. I wound up buying 3 more bottles for those special occasions that I want to share with friends here at the house.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A solid stout, for sure. Nothing special, not pushing any limits, not experimenting with anything... just a straightforward solid beer. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Exactly what I expected, a great stout with solid coffee notes and a pleasant chocolate flavor. I'm going to age one longer (this was Jan.) and see how the flavors change.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4 | taste: 4.75 | feel: 5 | overall: 4.5 The definition of a strong coffee imp stout, runs 11 or 12 bucks for a 750ml bottle in my area which is a bargain. Surprisingly mild alcohol taste for 12% abv, strong espresso and roasted malt flavor, pitch black beer and a short, thick tan head. Smells like a dark Guatemalan coffee. Substantial body and mild carbonation, basically you're gonna have a great time if you're remotely into standards like Old Rasputin, Stone russian imp, Narwhal etc. If I was giving this an objective everyman rating it'd probably be straight fives, but personally I dig flavored desserty sweet stouts more than classic imp stouts. I left half in the fridge overnight, the next day the taste had barely diminished at all. A top notch stout.   
look: 4 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 Picked up a bottle in San Diego's BestDamnBeerShop to share with my buddy Lee. Unbelievably rich and decadent creamy mouthfeel. Pretty much the best tasting coffee stout out there   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 On draft at Cloverleaf Tavern. Opaque, black pour. Creamy, frothy head. Strong nuances of dark chocolate and bittersweet molasses. Thick, hefty mouthfeel. Alcohol content well hidden. Strong chocolate flavor. Excellent rendition of the style. A tremendous brew. Easily drinkable despite the 12% ABV. Bittersweet, lingering finish. Recommended.   
look: 5 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured into a snifter. The beer was jet black and viscous on the pour with a tall and thick khaki head that kept me company, finally settling into a firm cap. I detected dark cherries, raisins, and plums on the first whiff, immediately followed by roasted coffee, dark bread, and cocoa. I tasted the coffee first and it stayed with me the entire way, allowing the other flavors to come up nicely: cocoa, raisin, toffee, dark bread, etc. Definitely a coffee-forward presence but well-balanced. Full-bodied and thick and creamy on the palate, but not overly sweet. A gentle warming on the finish to remind you of the ABV.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 Great stout! Pours dark, black, nice head. Great taste as it warms. A good one! 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 5 | overall: 4.5 Enjoyed this Stout very much. Wonderful dark color and coffee aroma. Smooth coffee flavor and nice mouth feel and finish. Need t find another bottle of this excellent stout   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 **  04/18/2015  Bottle to glass at M.o.M.’s. 2013 Appearance: Dark black,thick look,creamy tan head. A beautiful thing. Aroma: coffee, toast, some plum, raisin. Taste is toased barley, coffee, all the dark fruits. Alcohol 12%, is blended in well. Aftertaste is charred steak. Some cocoa. Really nice texture. Smooth drinking. Overall, a very nice beer. Near the top of my list.  **   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A classic stout. I remember it having much more coffe but this is a bit older bottle. Didn't mean to age this one but will not in future. Still a tasty stout but miss the coffee.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.75 | overall: 4 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Bottled 1/22/16, tasted 7/15/16    Very delicious, thick, dark, sweet with chocolate and caramel notes, very smooth with light carbonation and a boozy after taste.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
