look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Very nice double IPA with some great flavors and nice blend of hops. Pours a slightly darker yellow color with some faint haze, small amount of white foamy head and some spotty lingering lacing. Smells great, nice combination of citrus zest and floral hops - and those floral hops really pop at the end of a long inhale. Also a little malt, vanilla and caramel. Tastes of fruity hops - mainly grapefruit, mango, tangerine and pineapple. The floral hops are less pronounced. Nice notes of vanilla, bread, caramel and malt. Smooth, clean, crisp, mild mouthfeel and good carbonation. I didn’t experience as much bitterness as other reviews had described - instead, I was struck by the bright floral hoppy notes and good mild malt backbone that didn’t overwhelm the flavors. Very well done.   
look: 4 | smell: 5 | taste: 5 | feel: 4 | overall: 5 A wise man once said: “In the land of countless Double IPAs (aka America) the best hop balanced beer is king.” [that wise man was me btw] It is armed with this foreknowledge that I approach one of the most highly rated DIPAs with trepidation, I mean it’s not every day you get to sup on the fine nectar of the hopped potion known to men and gods as ‘beer’ (let’s not forget woman too - or woman deities such as Ninkasi the Sumerian goddess of beer - cheers to equality Doc!). DirtWolf - the name even sounds like an 80’s TV series based on a stealth helicopter, YEAH.    Poured from a 355ml bottle into a Duvel tulip.    A: Cloudy straw/pale amber body with a massive 2 inch white head that soon settles to a half centimetre lace - it might have been shaken but it was never stirred... damn those Bond puns sneaking in due to the upcoming Spectre film. Pale colour for an IPA, but decent nonetheless. 8/10.    S: Hops so fresh you’d think that they were picked yesterday. Bold grapefruit and herbal hops with a hint of tinned pineapple chunks - this is one chunky and delightful perfume you have Mr. DirtWolf. Background notes of a solid biscuit and orange candy malt base provide a foil ensuring the hops don’t completely steal the show. This is an A+ DIPA aroma. 10/10.    T: All of the above comes to life and dances an Irish jig on my tastebuds. In the immortal words of Ken Griffey Jr. "There's a party in my mouth and everyone's invited" - only this one delightful concoction that won’t give you an extreme case of gigantism. Overall a touch on the sweet side, however if you’re over the OTT bitter DIPAs (like I am lately) this is a fresh approach that will leave you wanting another bottle (or a case in my instance). Ooo, hint of cracked pepper in there as well, damn DirtWolf - you be FINE! 10/10.    M: Medium bodied with a medium carbonation, a spot fizzier than I’m used to with this style, burps were forthcoming. 8/10.    D: Doc’s new favourite DIPA (or IPA for that matter!) right here. The only big negative I could come up with is: finishing the bottle. Damn I have one more left and Plonk (whom I convinced to get this in) are completely out of it now. Oh well, savour this sweet syrup while you can, life is short and then you die and get reincarnated as an obscure cartoon character [FYI: I’m starting my own religion “Toonism”]. Anyway, not relevant! Superlative brew. 10/10.    Food match: This a heavy brew treat it with light fare: Vietnamese, Thai, Indo, etc.   
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 A softer gentler IPA. In a land of harsh extremes, this IPA offers the assertive bitterness we expect from the style without the mouth pucker. It feels like a session IPA until you pay the piper as you finish it. I just wish o had a mound of BBQ brisket to enjoy alongside it. I highly recommend this beer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from 12 oz. bottle to snifter.    A: Pours a slightly hazy golden, with a small white head.  S: Mango, pineapple, grapefruit, orange peel, pine, highly floral, sweet biscuit. Very nice.  T: Piney, with notes of grapefruit and orange. Sweet malt at the end of the taste with a floral character. Slight resin.  M: Medium.  O: Pretty good. I don't think the taste had as much depth as the nose did, but was still impressive.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3 | taste: 2.5 | feel: 3.25 | overall: 2.75 L: Poured from a bottle to a tulip glass. Had a golden yellow color and a slightly hazy texture. There was a small, foamy head that quickly dissipated. Spotty lacing.    S: An oddly muted aroma of hops, malt, and a fruity ingredient.    T: The taste here is not so pleasant: A whole pile of grassy hops, along with a little malt and some citrus (lemon, especially), combined with an almost chemical element, make this a difficult flavor to like. The citrus is nice, but everything else destroys any semblance of balance.    F: A fair amount of carbonation with a very thin, almost watery finish. Light-bodied.    O: All things being subjective, the bevy of high scores for this beer are kind of baffling. This is one of Victory's rare misfires.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 What a great brew this stuff has the taste the smell and the feel and everything else that you would want from a good double IPA and the price is amazing at 36.99 a case you can't beat it this beer is my favorite   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Poured out of bottle into teku glass.  Smell is relatively muted. Not much of a head or laces.  Taste is extremely well balanced. Not too bitter. Citrus is there but not overwhelming.  Definitely worth having again.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Really solid DIPA at a great price. Well balanced and tasty. Won't blow you away with bitterness or hops individually, but that's a good thing.... They are present and well supported enroute to a very tasty beer. Do try this one....   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 5 | feel: 4 | overall: 4.5 A: (Appearance) (Old School BA) Lighter orange, almost to yellow. Little head, but a long lingering lace. A little cloudy and mild carbonation.     S: Like a glass of grapefruit juice with a back of tar. It's like Donald Duck juice.     F: Burns with the best of them. Candy aftertaste. Foams up and goes down with huge citrus. Not Donald Duck. This ain't for kids.     T: Everything that makes an IPA taste great. Two citrus flavors, neither overpowering the other. Slight tar balancing. Plus, a juicy fruit flavor that fills out the portfolio with the mellow burn of a higher ABV    Well. This is one that you should buy, then cellar for two months. I did. When I had these, I felt it was a bit raw. This one I kept for a review, and well, it made the difference. Kind of like Sierra Nevada's Torpedo. Better two months after purchase. I have one cellared for Christmas. Mmmmmmmm.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 One of my favorite double IPA's, also one of the cheapest here in eastern PA. This beer is excellent and while it seems to vary a little bit from batch to batch, even the "not as good" ones are still solid and enjoyable. When you get a good one     A: A hair on the hazy side, but still clearly filtered. I wish more beermakers would make this style unfiltered, it looks nicer and I personally enjoy the funky yeast taste.    S: The wonderful hoppy smell hits you right off the bat. Very floral, I love it.    T: This is one of the best balanced DIPA's you'll find for the money, actually, one of the best DIPA's you'll find period for the dollar. It is very difficult to find fault with this beer. Light on the malts overall but still with a robust barley backbone with some caramel malts that are noticeable, balancing the excellent bitterness that can't be left out in this style IMO.    F: This beer ranks in the mid to low levels of carbonation for this style and is quite drinkable with a pleasant mouthfeel that goes down easy.    Pick this up and try to get a fresh batch - you won't be disappointed.   
look: 2.25 | smell: 3 | taste: 1.5 | feel: 3 | overall: 2 Not sure why all the high scores. very pale. taste is chemically and rancis. I've had other Victory beers which I love. Not sure what happened here....  aroma is not off-putting  but flavor certainly is....   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 pale golden with generous head, aroma strongly malty with fruity tones, flavour is lemon and pineapple with a good deal of hops, slight bitterness. A good ale, but nothing special, imo.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Citrus taste. Extremely Smooth for an IPA with 8.7 ABV with enough bite afterwards to know your drinking a top notch IPA. 
look: 3 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 11/6...draft that pours bright gold, cascading rings of white foam. Strong pine, spruce, maple notes. Soft malt, modest bitter. Grapefruit rinds. Really tasty, and the the high ABV/bitter all work together to avoid being overbearing. Solid.   
look: 4 | smell: 3.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 12 oz bottle enjoy by 12.16.15 poured into a pint glass  look is yellow to golden with a thick bright white head  smell is hoppy piney malty and somewhat fruity  taste is hoppy strong slight onion and bitter aftertaste  feel is highly carbonated  overall very solid i like all o f the victory offerings i have tried thus far   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This was poured into a tulip.  The appearance was a semi-transparent amber color with carbonation to be seen rising at a nice pace. A one finger white foamy head formed and dissipated at a nice pace leaving some stringy lacing all around the glass.  The aroma leans towards the harsh danky to oily covered sweet and barrenly bitter grassy hops. Sweet onion imparts along with an underscore of floral qualities invading my nose.  The flavor takes all of the previously mentioned flavors and boots them along my taste buds nicely. Sweet danky to bitter onion lays down in the aftertaste and soothes into the finish.  The mouthfeel brings about a light to medium bodied feel with a coat of sweet onion hop oils embalming my tongue with a beating unbeknownst to the usual qualities of DIPA's. Bitterness is there in the harshness yet provides a nice earthy feel to it.  Overall, if anything, I liked it for me but DIPA lovers might want to check not just my review but others as this is a different beast of a DIPA. Still, really well done!   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Poured from the tap into a snifter. The appearance is a clear golden color with a medium sized white head. The aroma is full of hops and citrus with some pine tossed in for good measure. The flavor matches the aroma to a T. Has a nice hop bitterness finish.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 Look - slight hazy straw-like, 1 finger head    smell - very tropical, citrus    taste - lots of orange, papaya. light on malt. But a cloyingly sweet backbone.    fee - thin for double ipa.    overall - used to be a favorite of mine. I am glad I waited to review. Unique in taste and enjoyable on occasion. lacks the traditional IPA balance of bitterness from hops with malt backbone.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Got a growler of this one at my local bottle shop today. Pours a clear gold color, medium to thin head, carbonation dissipated quickly. Has a clear hoppy citrusy aroma, taste is similar. Big and bold flavor but not overpowering, nicely balanced. Has a medium mouthfeel with a fruity finish and an interesting aftertaste. I'd buy it again.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 Via Growler 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 3.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 1 1/2" sudsy white head -- great retention and lots of lace  Bright, clear gold color  Big, juicy hops in the nose...some bready, caramel sweetness but mainly a hop show. Smells great!  Just medium bodied with medium to high carb levels. A little heat from 8+% abv -- prickly  Lots of juicy tropical, piney hops on top of what seems to be (but can't be) a light malt base  Good stuff   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Copper beer, a finger of head, big bubbles that dissipate quickly. Big fruity nose, huge hops, light bitterness. Flavor is likewise - huge flavor, massive hops, but a good amount of candy, fruit, citrus, some caramel sweetness. Body is medium, appropriate for the style. This is quite a tasty DIPA, would definitely have it again.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 This beer is sexy looking in a glass. It has a nice hoppy smell to it and a great amber look in the glass. It sold very well for us. 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 There is a distinctive unique taste and after-taste that is beyond the basic great DIPA that hints of secret ingredients chosen by an experienced brewmaster. I'd give this as a gift to impress friends.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 Well let just say up front that this is just my opinion so if you like dw then disregard this. It's okay it's drinkable and it's an ipa so what do I really think well I don't know but to me it was just not there, yeah I could like this on a day when I don't have anything else in the fridge to drink but would I go to the store and buy it? No way. First of all the smell, it smells like piss at times the look well it's nothing unusual so lets leave it at that, the taste? lest just say that tomatoes with a hint of plastic came to mind and feel? I didn't feel anything, not even a tickle. So there you have it folks it's just okay in my eyes but who knows you might have better vision than me.   
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 12oz bottle with "best by" date of 25 Nov 2015    L: Hazy light orange/straw color, 2 fingers of head that dissolve into a fine white cap on my beer  S: Okay, I am getting a crazy "marijuana smoke" aroma on this beer. I've never quite smelled this before. Very light citrus and some earthy grassy aromas.  T: Malty, tropical citrus body with a strong initial hops presence, the malt fades and a lingering bitter aftertaste. Moderate bitterness, with a slight cigarette ash taste. A really complex taste going on here. Herbal, citrus, ash, grass, earth, pineapple.  Feel: Medium bodied and fairly sweet, good carbonation on the tongue. A little sticky in your mouth.    Overall: A very interesting IPA that has some strange aromas esp at first but they do seem to fade as the beer warms and the head dissipates. It's got that malty, citrus body that typifies the east coast style IPAs. Not my favorite IPA but I can see why others like it.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Victory DirtWolf Double IPA is a unique American Double/Imperial that is satisfying and which perhaps possess a sort of unique flavor among the A.D/Imp. field.    The frothyness of the brew is in between medium-thick on a light/medium/thick scale. The body of the beer is between light and medium on a similar scale. The color of the beer is a translucent but not transparent golden amber. The smell is suggestive of its unique hoppy taste, and light.    The taste is great in that it carries a lot of the tasty hoppyness right on the tip of the toungue per se, right in the beginning of the taste. The fore taste dissolves into a sort of pleasant, and still slightly hoppy after taste.  The taste is also somewhat unique in that the initial hoppy foretaste carrier with it perhaps some of the sort of wild or "wolf" esque hops the beer is perhaps named for. They taste light and more sort of "gamey" than usual hops perhaps, unless that is simply my imagination.    Either way this is a great and unique American Double/Imperial, the hop flavor is really unusual and good, and makes for an altogether light and refreshing hoppy beer in general. A great D.A./Imp, that is perhaps a must try for all those passing through the valley of A.D./Imp. IPAs.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.5 | overall: 4.25 Clear gold colour. Light hops, sweet malts, boozy, yet balanced and a slight fruitiness on the nose. Earthy, sweet malts, fruitiness, with an overall floral taste. Very nice and less interest than most double IPAs.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Excellent DIPA. Not easy to find in Ireland but we'll worth the effort. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 12 ounce bottle poured into a tulip glass    A: Pours a honey orange with a bright white head, no head retention, soapy film is all that's left, hazy, not much carbonation.     A: Lots of citrus, mandarin, navel orange, slight hint of pine, sweet malts, mostly citrus on the nose, smells pretty big.     T: Hit of citrus bitterness up front, some pine and resin, balanced finish with the malts, alcohol is not even noticeable, drinks very smooth for a IIPA.     M: A little light for a IIPA, dry, grapefruit peel finish     O: Very drinkable for a IIPA, nice balance of hop bitterness and malts, I'm not a big fan of sweet malty IIPAs and Dirt Wolf does not fall into this category.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 A fine IPA, bringing just the right amount of happiness and hoppiness. Very drinkable, quite pleasant. Plenty hoppy. Reminds me of Lagunitas Sucks, and a little less bitter and arrogant than the Stone stuff. Dependable.   
look: 4.25 | smell: 3.75 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Very good DIPA. Dirtwolf pours a much lighter straw color than the copper/bronze I was expecting; a little cloudy, nice lacing. Smells great, with a piney, pleasantly dank note that is markedly different than the citrus-forward beers I've been drinking lately. Tastes great. Fresh and smooth for the ABV; taste follows the smell almost exactly. Despite its heft, Dirtwolf seems less abrasive than Victory's flagship Hop Devil IPA (though sometimes I want that spicy character in an IPA). Impressive.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 This beer is fantastic.  Granted, there is a near cat-piss quality to it .  But seriously, this beer has the right balance of hops and comes out with a quite unique flavor.  This is one of my Go-To DIPA's!   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pretty basic IPA. It didn't blow me away, but there flavor and nose were very nice. Decent bite on the tongue, but the was a lacking dank quality. It wasn't as juicy as I would have liked, but still great.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Orange color. White head  Smell of cantaloupe, orange, pineapple   Taste is tropical. Citrus   Feel is almost a bit heavy. Decent carbonation. Would drink again.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Poured from a 12 oz best by Oct 20. Nice golden straw color. One finger foamy head that dissipates slowly. Moderate retention and lacing. Smell of tropical flavors citrus grapefruit pineapple. The taste concurs with aroma with bready finish. Decent carbonation. 8.7 percent hidden very well and a balanced beer. One of my favorites! Cheers!   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 3.75 | overall: 4 HEAD IS SOOOO THICK AND FROTHY :) colour not as dark for what I am use to for the style but meh...     Sweet aroma of maple and pine... more on the pine side... LOVE the smell of this one! For a Double IPA, Taste is not over powering but well balanced! I do NOT like the cake like feel to this brew however, kinda takes away from the rest of the beer. All this said, OVERALL a very VERY fine brew. HARD to find where I live I do indeed WANNA TRY MORE from these guys. CHEERS!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 This beer looks more like a light lager than a Double IPA: pale gold in color, crystal clear and very effervescent. It pours to a lasting giant pillowy ivory-colored head that would look right at home on a lager as well; lacing consists of very nice rafts and ladders. The nose puts any doubts about what it is to rest: the aroma shows as a fairly intense, smooth, seamless, soapy melange of citrus, pine and florals, joined by pineapple and alcohol overtones. Up front, the palate is bitter resinous pine and citrus, with a nice balancing view of the light bready malt foundation emerging mid-palate, joined on the back end by significant floral and alcohol notes. The finish is a bit astringent, a bit malty and a bit floral/pine, all joined in seconds by a style-moderate clinging hoppy bitterness; the pine/floral notes and the bitterness linger for a few minutes. Mouthfeel is biggish for the light body, and peppery from the very fizzy carbonation. This is a very drinkable, very well-balanced Double IPA that hides its alcohol pretty well. (12 oz bottle, 79 days before best-by date)   
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 3 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Revisited 6/18/18    A-Pours a very pleasant golden amber color with a generous head and lacing  A-Aroma has an intense hoppy presence  T-The taste follows the nose with an abundant hop flavor  M-A medium bodied well carbonated beer  O-A great balanced and complex beer   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Love this, can't wait to get another 4 pack 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
