look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The look is a cloudy, straw yellow with plenty of bubbles, a large pillow of white foam that lasts, then settles to an eighth inch and never gets any smaller.(to the last swallow!)  This is a beer you can smell when the bottle opens, wheat, yeast, banana,& slight clove  The taste is what you smell, plus the little bubble gum on the tongue before you swallow, not bitter at all. So good!  The feel is creamy with some carbonation. Smooth!  The flavor is different than most beer styles, but I could see this flavor could become a craving. This brand is exact to the description of a German Hefe Weiss!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 Super opaque milky yellow with a thick, creamy white head that clings on the way down in ridges, but does not leave lace.    Smell is cracked wheat and white bread with banana, pear and very light spice.    A semi-sweet tang brings wheat with pear and lemon accents. Very light on phenolic spiciness, this is very drinkable with a semi-dry, smooth soft feel via a medium-light body. I get a touch of licorice in the very distant aftertaste.   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 2.5 | taste: 3.5 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 4 Pours with a large but very quickly dissipating head. Not much lacing. Straw-colored and cloudy.    Aromas of esters very forward and prominent--banana and citrus as expected, and very pleasing. Bubblegum sweetness in the background. Very little if any phenolic spice. Very little yeast. Rather subdued overall, but still a fine aroma.    Tastes much like the aroma in the same order of prominence, with the esters perhaps overpowering the other aspects. Banana and gingerbread flavors immediately come to mind, with a touch of pepper in the aftertaste. Not sickly sweet, but perhaps a bit sweeter than expected.    The mouthfeel is remarkably full-bodied, and even slick, but with a nice crisp finish, doubtless from strong carbonation.    Overall a fine brew that I will likely try again for a re-rate, just in case I got an "old" bottle. I like wheat beers, including others by this brewer, but was somewhat disappointed in what others have found to be the "paragon" of the style. This one checks all of the boxes for a Hefe, but seemed out of balance, with too much emphasis on the sweetness, and not enough yeast and spice.   
look: 4 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 A perfectl done bavarian beer. It's low on ABV so not overwhelming. It has a light banana flavor but in general, nothing that I would add to a hefe beyond what this one has.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 5 Very refreshing and crisp. A nice carbonated citrus finish. 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4 | taste: 5 | feel: 4.75 | overall: 5 Best Hefeweizen i've ever had! 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 First had 6/24/16 at Ocean. A traditional Weiss beer, nice notes of banana and clove. Yeast is prominent, super fine foam that doesn't dissipate, and layers nicely down the glass.   
look: 3.5 | smell: 3.5 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 Great banana smell and flavor. I get a little spice, but the banana mostly overwhelms it. Good mouth feel overall, but the finish is a tad watery if I'm being picky. Very smooth with good carbonation. Tough to beat for the price.   
look: 3.25 | smell: 2.75 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 How can you question the #1 brew in Germany? It is smooth balanced spice and banana. Easy drinking. A regular brew to keep in your house. Get this and drink lots.   
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Appearance - golden, hazy, cloudy, with a nice foam head  Aroma - strong banana, hints of clove. Yeasty  Flavor - follows through on aroma, banana/clove, wheaty sweetness. Clean finish  Feel - well balanced, pretty smooth and creamy, medium/full body   Overall - very good example of a traditional Hefe, would drink again   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 4 | overall: 5 One of my favorites overall. A very easy to drink beer, with a clean finish but is heavily carbonated. Beer has the typical Hefe look of hazy orange, and the taste has hints of banana and maybe cloves in it. Super refreshing beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.25 I got this beer at my local super market the label caught my eye. "Weihenstephaner Worlds Oldest Brewery" had a nice ring to it. I poured the beer into a 24oz glass. Pours with a big head that takes some time to dissipate. In my glass, the beer has a dark yellow top. The bottom of the glass seems to be a lighter yellow. It is a nice, "eye catchy" flow. The beer smells very fruity. I can smell very sweet fruit like Bananas and apples, as well as floral hops. It's an overall very pleasant smell. The taste is very different. I have never tasted a beer that tastes quite like this. It tastes very fruity and a little dry. I can defiantly taste the dryness of bread and corn. The beer is also very sweet with a slight barley noticeably banana taste. It also has a nice slight hint of lemon. The taste really blends together as you swallow it. Reminds me of a beer that would be marketed as a "sumer Ale." It kind of reminded me of a better version of AtWaters, "Dirty Blonde." Overall, it is something that is very different. I would buy it again, I liked it.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 L-Beautiful hazy golden yellow beer.  S- Lots of fermentation to me. Haven't had much of this style, but I get strong strong notes of yeast, banana, and clove. Powerful smelling beer that is almost overwhelmed by the scent of yeast.  T-Much sweeter than expected at first, then once I continued to sip it became less and less sweet and more mellow and yeasty. I get notes of banana in this beer, also clove. Very pleasant and wonderfully put together.  MF- mellow and slight carbonation that makes for a very well balanced and drinkable beer.  O- Well crafted and neatly balanced beer. A pure joy to drink for a very likable price range. Will seek out again.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 Decanted from an 11.2 oz (330 ml) bottle into a conical pint glass; coded 3248, which, if I understand the coding, is 3rd day of 24th week of 2018 or June 13, 2018.  A: Pours a hazy, golden-orange with a fluffy, white, one inch head, strong retention, and decent rings of lacing.  S: Tangy. Aromas of banana, cloves, and apple.  T: Sharp and sweet. Flavors largely follow the nose with banana and cloves, but more lemon than apple. Spicy.  M: Medium bodied with solid effervescence. Drinks bubbly, but still smooth, creamy, and clean.  O: One of the beers that sets the standard for the style.   
look: 5 | smell: 4.5 | taste: 4 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Honestly slightly underwhelmed with this. Good traditional Hef? Certainly. Best in the world? Probably not. Too much yeast and not enough clove/bubblegum for my tastes. I'd choose my local Hef champ (Live Oak) over this any day. Maybe its just that it isn't as good in a 6-pack?   
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 2.75 | taste: 2.75 | feel: 2.5 | overall: 2.5 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 Served in a Weihenstephan lager glass. Thin, persistent head. Golden straw color.     Nose of wheat, banana, and mild clove    Taste follows, with a fantastic balance of the standard wheat beer flavors. Wheaty, but also containing smooth fruit presences.    Mouth is very refreshing.    A brewery does not operate a millennium without doing something right, and Weihenstephaner has produced platonic ideal of a wheat beer in this one.   
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4 | overall: 4.75 Poured from an 11.2 oz bottle into a pint glass.    Appearance: Hazy straw yellow with a 1-finger creamy head that lingers for a few minutes.    Smell: Strong smell of biscuit, banana and clove spiciness.    Taste: Wheat bread (obviously), some banana and spiciness, with a persistent biscuit-like taste. No bitterness present at all.    Feel: Lighter carbonation than many other wheat beers I've had, which is nice. Smooth in the mouth, with just the right amount of fizz.    Overall: A treat to drink. It's easy to see why this is one of the best wheat beers in the world. Refreshing and tasty, and it goes down easy.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 It's like tasting the original pizza. The Ur-Pizza. This is what wheat beer is based on, this one here. Poured into a a DFH wheat beer glass, 2 fingers of foam, opaque rusted gold color, good lacing. Slight carbo. Almost to drinkable. What else can I say?   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from a 1 pint 0.9 ounce bottle into a Shaker pint glass, there is no "best by" date that I can find.    APPEARANCE: pours a hazy, straw color with one-finger white head that dissipated until a thin, broken layer of small bubbles remained, there is heavy lacing on the glass, lighter carbonation.    SMELL: bread, banana and cloves.    TASTE: the taste follows the nose precisely, bread, banana and clove, the taste intensified/improved as the beer warmed, this style relies more on the yeast and less on the hops for it's flavor.    PALATE: medium body and somewhat creamy.    OVERALL: I enjoy this style and this is probably going to be hard to beat, these guys have been making this beer a long time and frankly have perfected it, I will buy this again and would recommend to everyone who enjoys the style.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 Excellent. This brew is actually available in the states, and doesn't disappoint. If your looking for a nice Hefeweizen this may be your fix. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 I judge all other Hefewiess against this as the gold standard.    Looks hazy golden. A nice head that quickly dissipated however.    Smells like what you would expect.. yeasty, subtle banana, spice, a bit tangy.    Tastes fantastic. Sharp initially then smooths out letting the yeast, and banana/clove flavors come into play leaving a lingering taste I describe as wheat beer for lack of a better term.     Feel is very good, a bit sharp and drying on the finish, Smooth and very drinkable.    Great beer!   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Not a style that I dig, but that doesn't mean I can't appreciate this expertly crafted beer. Boasting a perfect balance of banana/clove yeastiness with a moderate body and clean, crisp finish, this beer is a great gateway beer for people looking to broaden their beer horizons, or for those looking for a perfect example of this classic style.   
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Really dug the appearance on this one, benchmark for style kind of stuff. Bright yellow, chunky cloudiness, pristine 3/4" white head. Aroma gives you those health food store wheatgrass citrusy lemon precursors on top of grain.    All of that comes out in the taste. Pretty full bodied mouthfeel kind of stuff. The format 500ml is a little expensive compared to 12oz offerings, but this is some pretty good benchmark for the hefeweizen style. The yeast isnt overly banana or spice rack laden either.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 2.5 | smell: 2.75 | taste: 3.5 | feel: 2.75 | overall: 3 At Biergarten, Prov. RI 9/2/16  A. slight lemon spice  C. light golden, cloudy  F. Slight acid, very little carb  T. mild, clean, slight lemon 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured a beautiful hazy golden with a thick head. The aroma of banana and pepper. It was very lively on the tongue With a nice level of carbonation. On the palate the flavor of banana and clove and a back note of bubble gum came through especially as the beer warmed while I was drinking it. It had a wonderful mouthfeel and was crisp without being overly dry. For the full experience I suggest taking out of your fridge and letting it stand 10-15 minutes before drinking it. Very good.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 Look: Cloudy but clear (Does that make any sense? You can see through it, but like any hefe it's not "crsytal clear") ale the color of pale straw. Proper head of dense white bubbles that sit atop the ale for a peoper amount of time.     Smell: Pineapple, banana, wheat. Some notes of pepper and spice, but the fruity esters dominate in a lovely way.     Taste: Banana and bubble gum. What you'd expect of a hefe.    Feel: Very clean and smooth on the palate.    Overall: Easily one of the best of the style I've ever had. I would offer this up to anyone looking for a proper representation of the style.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Amazingly delicious!the reason I started drinking bere!! 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 A flawless beer! Been drinking this for decades now and it has yet to be out done. It has also not changed. Flawless Weiss. This is the beer to give to new be's that are curious about trying real beer! This might change their life. One of only a few 5.00 ratings I've given in any style category. A must try.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Bottled  Golden slightly hazy body with big foamy if quickly diminishing white head   Cloves and sweet spice aroma  Toffee & artificial candy banana flavour  Good mf  Decent heff   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 Hazy golden color. Smells nice and spicy from the yeast. Bubblegum accents, like Big League Chew, with citrus and yeasty character. A little too carbonated, but easy to drink. Will definitely keep an eye out for it.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 Not quite as exciting as I was led to believe by the high ratings, but definitely a smooth, tasty beer, especially on a hot summer day. Bonus points for not tasting like banana puree. One of the better hefeweizens, I'll take this over most of the local craft versions I've had.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 Look: Pours a hazy muted orange-yellow color with a dense two finger head that's made up of lots of effervescent tiny pinhole sized bubbles.    Smell: I'm getting heady aromas of banana, rosemary, bitter orange and lemon rind, marjoram and mild gingerbread on the nose.    Taste: Phenomenal. Initially it starts off with a spicy yeasty flavor on the tongue that's reminiscent of banana, graham cracker and clove. I taste notes of vanilla wafer cookies and savory apple strudel mid palate. It finishes off on a slightly bitter dry floral note with hints of honey. Perfectly balanced.    Feel: Light-medium body. Bubbly, crisp, refreshing and flavorsome. Starts off spicy and sweet but finishes dry and slightly bitter so as not to become cloying. The yeast adds a little roughness and weight to the feel and it works really well.    Overall: I'm not the biggest fan of Hefeweizens but this beer has shown me the light. My only negative criticism is that it doesn't lace the glass very well, but seriously who cares when you have a beer that tastes this good?   
look: 4.25 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 Has tasting notes that remind me of: citrus, spice, cloves, hints of banana bread, and I'm getting something in the background I guess I'd describe as kind of metallic tasting. Served in a weizen style glass. Pretty good.   
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.5 | overall: 2.75 A- golden haze color, thin white foam head but last longer than 20sec.  S- weak grainy, ordinary and lacks any special attractiveness  T- light tanginess, yeasty  M- crisp thin mouth coat  O- average for a hefe. Nicely paired with Shrimp & Grits w/egg brunch dish (Proof on Main, Louisville)   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 One of the top end weiss beers...look...smell...taste...feel  ....very good beer. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pour is a cloudy yellow with beautiful head of foam. Foam lasts for few min with nice cascading down glass. Smells of sweet fruit, citrus orange zest, wheat, and mild hops in back. Taste is very light fruit mix with back notes of some bakery goods or bread, mild wheat notes and finishes very clean and fresh. This is a fantastic beer for any season, I could drink this daily and never grow tired of it, awesome!   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 This is one of the prettiest beers to look at. Big foamy head and beautiful yellow-orange gold color, lots of carbonation. Smells very spicy and fruity, slightly fermented fruit, very sweet. Tastes crisp and also very spicy, cloves, and with some subtle fruitiness that isn't as strong as I think some people make it sound. This is a good thing, as I prefer the wheaty, honey drizzled bready flavors over sweet fruit. Feels super crisp and light, very refreshing and drinkable. Perfect for a warm, sunny day. Overall this is a veritable classic, and certainly deserves its acclaim.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 Look - Nice dark-yellowish orange, unfiltered, looks juicy and fresh.  Smell- Fruits(especially banana and a hint of orange, clementine, tangerine) Yeast and slightly something like butter and bread  Taste- Sweet(while not that much), tart sour like citrus and unriped tangerine, Yeast, excellent mellow and full aftertaste, very refreshening  Feel- Perfect, nothing too add    Overall, outstanding brew   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Very refreshing. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 I've been a pilsner guy my whole life. I never liked the taste of wheatbeer, it lacked that 'bite' I enjoy out of pilsners. The critical acclaim of this beer made me give it a try and I have to say - wow. I'm not gonna go into detail but the taste is phenomenal, it's got all those qualities that I enjoy in pilsners but also the smoothness of a wheatbeer, I also love that sour aftertaste. It might just be my new goto brand.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 11.2oz bottle poured into a tulip. Pours a cloudy glowing burnt yellow with a fluffy creamy eggshell white head that sticks around leaving great thick retention and very sticky lacing. The aromas have lots of banana and cloves. Hints of bubblegum. The yeast does its thing. The flavors follow the nose perfectly. The flavors are extremely clean. More banana and cloves with some other subtle spice notes in the mix. More bubblegum. Subtle hints of citrus. The yeast blends well with everything. Solid malt backbone. Alcohol goes completely unnoticed. Mouthfeel is great. It's light with moderate carbonation. Very creamy and fluffy. Too smooth and easy to drink.     This beer is a classic. It's extremely refreshing and perfect for the warm weather, or anytime for that matter. The craftsmanship is very impressive. Highly recommended.   
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 Not sure what needs to be said about this beer. Looks the part, smells the part, tastes the part, feels the part and at £1.80 a bottle the wallet likes it too. Not my favourite hefe, I prefer them a tad more tart/less sweet and more clovey but it's hard to see past this as an easily available summer beer.     Lovely   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 L: Hazy yellow-gold, 1 finger head  S: Sweet banana  T: Just classic hefe, clean banana, mild sweetness. No hops, very light nut malts  F: Carbonated mid-high, sharp feeling on tongue due to carbonation, dry finish.    Classic hefe taste without overly fatty or yeasty feel, very crisp.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 11.2 oz. bottle    Pours cloudy hazy bright dark gold with a creamy white foam head. Smells like fruity apples, pears, banana, clove-like spice, some pepper, mild orange citrus, wheaty grains, with earthy grassy pine. Tastes like bready cereal grain, toasty wheat, apples, pears, banana, clove-like spice, mild pepper, lemony orange citrus, with earthy grassy pine. Feels medium bodied, thick and creamy with fairly low carbonation. Overall a really great hefeweizen.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
